token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB033	0	voi	voi	linguistic	none	_	Begin=0.178	_	_	_	_
0-1	PSB033	0	ve	ve	linguistic	none	_	_	_	_	_	_
0-2	PSB033	0	ne	ne	linguistic	none	_	_	_	_	_	_
0-3	PSB033	0	dimenti[cate	dimenticate	linguistic	none	_	_	_	_	_	7-11(0)
0-4	PSB033	0	e:	e	linguistic	none	_	_	0x1	_	_	0-1(0)
0-5	PSB033	0	metto	metto	linguistic	none	_	_	_	_	_	0-5(0)
0-6	PSB033	0	solo	solo	linguistic	none	_	_	_	_	_	0-4(0)
0-7	PSB033	0	il]	il	linguistic	none	_	_	_	_	_	0-2(0)
0-8	PSB033	0	telefono	telefono	linguistic	none	_	_	_	_	_	_
0-9	PSB033	0	lì	lì	linguistic	none	_	_	_	_	_	_
0-10	PSB033	0	in	in	linguistic	none	_	_	_	_	_	_
0-11	PSB033	0	mezzo,	mezzo	linguistic	none	Intonation=weakly_rising	End=3.794	_	_	_	_
1-0	PSB045	1	[non	non	linguistic	none	_	Begin=0.778	_	_	_	0-3(0)
1-1	PSB045	1	ci	ci	linguistic	none	_	_	_	_	_	0-2(0)
1-2	PSB045	1	facciamo	facciamo	linguistic	none	_	_	_	_	_	0-8(0)
1-3	PSB045	1	caso	caso	linguistic	none	_	_	_	_	_	0-4(0)
1-4	PSB045	1	sì	sì	linguistic	none	_	_	_	_	_	0-2(0)
1-5	PSB045	1	sì]	sì	linguistic	none	_	End=2.699	_	_	_	0-2(0)
2-0	PSB033	2	e	e	linguistic	none	_	Begin=3.889|End=4.098	_	_	_	_
3-0	PSB033	3	facciam	facciam	linguistic	none	_	Begin=4.284	_	_	_	_
3-1	PSB033	3	finta	finta	linguistic	none	_	_	_	_	_	_
3-2	PSB033	3	che	che	linguistic	none	_	_	_	_	_	_
3-3	PSB033	3	{P}	{P}	shortpause	none	_	_	_	_	_	_
3-4	PSB033	3	non	non	linguistic	none	_	_	_	_	_	_
3-5	PSB033	3	esiste	esiste	linguistic	none	_	_	_	_	_	_
3-6	PSB033	3	e	e	linguistic	none	_	_	_	_	_	_
3-7	PSB033	3	basta	basta	linguistic	none	_	End=6.594	_	_	_	_
4-0	PSB033	4	ecco	ecco	linguistic	none	_	Begin=7.005	_	_	_	_
4-1	PSB033	4	qua	qua	linguistic	none	_	End=7.468	_	_	_	_
5-0	PSB033	5	perfetto	perfetto	linguistic	none	_	Begin=8.031|End=8.609	_	_	_	_
6-0	PSB045	6	mh	mh	linguistic	none	_	Begin=9.105|End=9.293	_	_	_	_
7-0	PSB033	7	mado'	mado'	linguistic	none	Truncated=Yes	Begin=9.315	_	_	_	_
7-1	PSB033	7	che	che	linguistic	none	_	_	_	_	_	_
7-2	PSB033	7	voglia	voglia	linguistic	none	_	_	_	_	_	_
7-3	PSB033	7	A:H	ah	linguistic	none	Volume=high	_	0x1	_	_	_
7-4	PSB033	7	aspettavo	aspettavo	linguistic	none	_	_	_	_	_	_
7-5	PSB033	7	questo	questo	linguistic	none	_	_	_	_	_	_
7-6	PSB033	7	momento	momento	linguistic	none	_	_	_	_	_	_
7-7	PSB033	7	da	da	linguistic	none	_	_	_	_	_	_
7-8	PSB033	7	non	non	linguistic	none	_	_	_	_	_	_
7-9	PSB033	7	so	so	linguistic	none	_	_	_	_	_	_
7-10	PSB033	7	quanto	quanto	linguistic	none	_	End=13.01	_	_	_	_
8-0	PSB044	8	m::h	mh	linguistic	none	_	Begin=13.01|End=13.588	0x2	_	_	_
9-0	PSB045	9	°voi	voi	linguistic	none	Volume=low	Begin=14.126	_	_	_	_
9-1	PSB045	9	fate	fate	linguistic	none	Volume=low	_	_	_	_	_
9-2	PSB045	9	come	come	linguistic	none	Volume=low	_	_	_	_	_
9-3	PSB045	9	volte	volte	linguistic	none	Volume=low	_	_	_	_	_
9-4	PSB045	9	[io	io	linguistic	none	Volume=low	_	_	_	_	0-2(1)
9-5	PSB045	9	lo	lo	linguistic	none	Volume=low	_	_	_	_	0-2(1)
9-6	PSB045	9	mangio	mangio	linguistic	none	Volume=low	_	_	_	_	0-6(1)
9-7	PSB045	9	col]	col	linguistic	none	Volume=low	_	_	_	_	0-3(1)
9-8	PSB045	9	pa~°	pa~	linguistic	none	Interrupted=Yes|Volume=low	_	_	_	_	_
9-9	PSB045	9	{ride}	{ride}	nonverbalbehavior	none	_	End=16.394	_	_	_	_
10-0	PSB033	10	[sì	sì	linguistic	none	_	Begin=15.331	_	_	_	0-2(1)
10-1	PSB033	10	sì	sì	linguistic	none	_	_	_	_	_	0-2(1)
10-2	PSB033	10	ma]	ma	linguistic	none	_	End=15.868	_	_	_	0-2(1)
11-0	PSB044	11	[sì:	sì	linguistic	none	_	Begin=16.584	1x1	_	_	0-2(768)
11-1	PSB044	11	sì	sì	linguistic	none	_	_	_	_	_	0-2(768)
11-2	PSB044	11	certo]	certo	linguistic	none	_	End=17.873	_	_	_	0-5(768)
12-0	PSB033	12	[ah	ah	linguistic	none	_	Begin=16.631	_	_	_	0-2(768)
12-1	PSB033	12	beh	beh	linguistic	none	_	_	_	_	_	0-3(768)
12-2	PSB033	12	certo	certo	linguistic	none	_	_	_	_	_	0-5(768)
12-3	PSB033	12	anche	anche	linguistic	none	_	_	_	_	_	0-5(768)
12-4	PSB033	12	io	io	linguistic	none	_	_	_	_	_	0-2(768)
12-5	PSB033	12	lo	lo	linguistic	none	_	_	_	_	_	0-2(768)
12-6	PSB033	12	mangio	mangio	linguistic	none	_	_	_	_	_	0-6(768)
12-7	PSB033	12	col	col	linguistic	none	_	_	_	_	_	0-3(768)
12-8	PSB033	12	pan][e]	pane	linguistic	none	_	End=18.599	_	_	_	0-3(768),3-4(2)
13-0	PSB043	13	[prendi	prendi	linguistic	none	_	Begin=17.794	_	_	_	0-6(768)
13-1	PSB043	13	prendi]	prendi	linguistic	none	_	End=18.469	_	_	_	0-6(768)
14-0	PSB045	14	[eh]	eh	linguistic	none	_	Begin=18.469|End=18.682	_	_	_	0-2(2)
15-0	PSB033	15	chia[ro]	chiaro	linguistic	none	_	Begin=18.921|End=19.393	_	_	_	4-6(769)
16-0	PSB043	16	[e:][:h]	eh	linguistic	none	_	Begin=19.057|End=19.994	0x2	_	_	1-2(?)
17-0	PSB044	17	[mh]	mh	linguistic	none	_	Begin=19.194|End=19.705	_	_	_	0-2(769)
18-0	PSB044	18	b[ello]	bello	linguistic	none	_	Begin=20.021|End=20.505	_	_	_	1-5(3)
19-0	PSB033	19	[poi	poi	linguistic	none	_	Begin=20.205	_	_	_	0-3(3)
19-1	PSB033	19	x]	x	unknown	none	_	_	_	_	_	0-1(3)
19-2	PSB033	19	è	è	linguistic	none	_	_	_	_	_	_
19-3	PSB033	19	fat[to	fatto	linguistic	none	_	_	_	_	_	3-5(4)
19-4	PSB033	19	in	in	linguistic	none	_	_	_	_	_	0-2(4)
19-5	PSB033	19	casa]	casa	linguistic	none	_	End=21.199	_	_	_	0-4(4)
20-0	PSB043	20	[voglio	voglio	linguistic	none	_	Begin=20.689	_	_	_	0-6(4)
20-1	PSB043	20	fare]	fare	linguistic	none	_	_	_	_	_	0-4(4)
20-2	PSB043	20	anche	anche	linguistic	none	_	_	_	_	_	_
20-3	PSB043	20	(zero)	zero	linguistic	none	_	_	_	_	0-4(0)	_
20-4	PSB043	20	però	però	linguistic	none	_	_	_	_	_	_
20-5	PSB043	20	ho	ho	linguistic	none	_	_	_	_	_	_
20-6	PSB043	20	dimenticato	dimenticato	linguistic	none	_	End=22.715	_	_	_	_
21-0	PSB033	21	[m:h]	mh	linguistic	none	_	Begin=22.91|End=23.589	0x1	_	_	0-2(5)
22-0	PSB044	22	[(eh	eh	linguistic	none	_	Begin=23.057	_	_	0-2(0)	0-2(5)
22-1	PSB044	22	vabbè)]	vabbè	linguistic	none	_	End=23.528	_	_	0-5(0)	0-5(5)
23-0	PSB043	23	eh	eh	linguistic	none	_	Begin=23.989	_	_	_	_
23-1	PSB043	23	voglio	voglio	linguistic	none	_	_	_	_	_	_
23-2	PSB043	23	fare	fare	linguistic	none	_	_	_	_	_	_
23-3	PSB043	23	anche	anche	linguistic	none	_	_	_	_	_	_
23-4	PSB043	23	un'	un'	linguistic	none	SpaceAfter=No	_	_	_	_	_
23-5	PSB043	23	insalatina	insalatina	linguistic	none	_	_	_	_	_	_
23-6	PSB043	23	così	così	linguistic	none	_	_	_	_	_	_
23-7	PSB043	23	insieme	insieme	linguistic	none	_	_	_	_	_	_
23-8	PSB043	23	però	però	linguistic	none	_	_	_	_	_	_
23-9	PSB043	23	ho	ho	linguistic	none	_	_	_	_	_	_
23-10	PSB043	23	dimenticato	dimenticato	linguistic	none	_	End=27.315	_	_	_	_
24-0	PSB033	24	gua[rda]	guarda	linguistic	none	_	Begin=27.315|End=27.657	_	_	_	3-6(770)
25-0	PSB044	25	[no	no	linguistic	none	_	Begin=27.542	_	_	_	0-2(770)
25-1	PSB044	25	no]	no	linguistic	none	_	End=28.094	_	_	_	0-2(770)
26-0	PSB043	26	[fare	fare	linguistic	none	_	Begin=27.599	_	_	_	0-4(770)
26-1	PSB043	26	questa]	questa	linguistic	none	_	_	_	_	_	0-6(770)
26-2	PSB043	26	[qua	qua	linguistic	none	_	_	_	_	_	0-3(6)
26-3	PSB043	26	qua]	qua	linguistic	none	_	End=28.905	_	_	_	0-3(6)
27-0	PSB033	27	[hai	hai	linguistic	none	_	Begin=28.189	_	_	_	0-3(6)
27-1	PSB033	27	già	già	linguistic	none	_	_	_	_	_	0-3(6)
27-2	PSB033	27	fatto	fatto	linguistic	none	_	_	_	_	_	0-5(6)
27-3	PSB033	27	ta]nto	tanto	linguistic	none	_	End=29.378	_	_	_	0-2(6)
28-0	PSB033	28	troppo	troppo	linguistic	none	_	Begin=29.936|End=30.389	_	_	_	_
29-0	PSB044	29	ma	ma	linguistic	none	_	Begin=30.547	_	_	_	_
29-1	PSB044	29	quindi	quindi	linguistic	none	_	_	_	_	_	_
29-2	PSB044	29	questo	questo	linguistic	none	_	_	_	_	_	_
29-3	PSB044	29	qua	qua	linguistic	none	_	_	_	_	_	_
29-4	PSB044	29	è	è	linguistic	none	_	_	_	_	_	_
29-5	PSB044	29	con?	con	linguistic	none	Intonation=rising	End=32.278	_	_	_	_
30-0	PSB043	30	e::h	eh	linguistic	none	_	Begin=32.763|End=34.021	0x2	_	_	_
31-0	PSB044	31	i	i	linguistic	none	_	Begin=34.21	_	_	_	_
31-1	PSB044	31	semi	semi	linguistic	none	_	_	_	_	_	_
31-2	PSB044	31	tipo	tipo	linguistic	none	_	End=35.257	_	_	_	_
32-0	PSB044	32	boh	boh	linguistic	none	_	Begin=35.51|End=35.805	_	_	_	_
33-0	PSB045	33	no	no	linguistic	none	_	Begin=36.205	_	_	_	_
33-1	PSB045	33	quello	quello	linguistic	none	_	_	_	_	_	_
33-2	PSB045	33	[è:	è	linguistic	none	_	_	0x1	_	_	0-1(7)
33-3	PSB045	33	se~]	se~	linguistic	none	Interrupted=Yes	End=37.521	_	_	_	0-3(7)
34-0	PSB043	34	[allora	allora	linguistic	none	_	Begin=36.789	_	_	_	0-6(7)
34-1	PSB043	34	farina	farina	linguistic	none	_	_	_	_	_	0-6(7)
34-2	PSB043	34	z]ero	zero	linguistic	none	_	_	_	_	_	0-1(7)
34-3	PSB043	34	zero	zero	linguistic	none	_	_	_	_	_	_
34-4	PSB043	34	più:	più	linguistic	none	_	_	2x1	_	_	_
34-5	PSB043	34	grano	grano	linguistic	none	_	_	_	_	_	_
34-6	PSB043	34	duro	duro	linguistic	none	_	_	_	_	_	_
34-7	PSB043	34	quello:	quello	linguistic	none	_	_	5x1	_	_	_
34-8	PSB043	34	un	un	linguistic	none	_	_	_	_	_	_
34-9	PSB043	34	po'	po'	linguistic	none	_	_	_	_	_	_
34-10	PSB043	34	semola	semola	linguistic	none	_	End=40.815	_	_	_	_
35-0	PSB033	35	mhmh	mhmh	linguistic	none	_	Begin=40.815|End=41.068	_	_	_	_
36-0	PSB044	36	mhmh	mhmh	linguistic	none	_	Begin=41.068	_	_	_	_
36-1	PSB044	36	[okay]	okay	linguistic	none	_	End=41.936	_	_	_	0-4(8)
37-0	PSB043	37	[semola	semola	linguistic	none	_	Begin=41.415	_	_	_	0-6(8)
37-1	PSB043	37	ti]po	tipo	linguistic	none	_	_	_	_	_	0-2(8)
37-2	PSB043	37	a	a	linguistic	none	_	_	_	_	_	_
37-3	PSB043	37	tipo	tipo	linguistic	none	_	_	_	_	_	_
37-4	PSB043	37	questa	questa	linguistic	none	_	End=42.942	_	_	_	_
38-0	PSB044	38	ok[ay]	okay	linguistic	none	_	Begin=43.115|End=43.657	_	_	_	2-4(9)
39-0	PSB043	39	[c'	c'	linguistic	none	SpaceAfter=No	Begin=43.389	_	_	_	0-2(9)
39-1	PSB043	39	è	è	linguistic	none	_	_	_	_	_	0-1(9)
39-2	PSB043	39	anc]he	anche	linguistic	none	_	_	_	_	_	0-3(9)
39-3	PSB043	39	dentro	dentro	linguistic	none	_	End=44.173	_	_	_	_
40-0	PSB044	40	ah	ah	linguistic	none	_	Begin=44.41|End=44.757	_	_	_	_
41-0	PSB043	41	insieme::	insieme	linguistic	none	_	Begin=45.036	6x2	_	_	_
41-1	PSB043	41	tipo	tipo	linguistic	none	_	_	_	_	_	_
41-2	PSB043	41	zero	zero	linguistic	none	_	_	_	_	_	_
41-3	PSB043	41	zero	zero	linguistic	none	_	End=47.126	_	_	_	_
42-0	PSB044	42	buono	buono	linguistic	none	_	Begin=47.947|End=48.389	_	_	_	_
43-0	PSB033	43	no	no	linguistic	none	_	Begin=48.615	_	_	_	_
43-1	PSB033	43	raga	raga	linguistic	none	_	_	_	_	_	_
43-2	PSB033	43	[io]	io	linguistic	none	_	_	_	_	_	0-2(10)
43-3	PSB033	43	mh	mh	linguistic	none	_	End=49.705	_	_	_	_
44-0	PSB044	44	[aspe']	aspe'	linguistic	none	Truncated=Yes	Begin=49.063|End=49.373	_	_	_	0-5(10)
45-0	PSB033	45	ma	ma	linguistic	none	_	Begin=50.378	_	_	_	_
45-1	PSB033	45	poi	poi	linguistic	none	_	_	_	_	_	_
45-2	PSB033	45	è	è	linguistic	none	_	_	_	_	_	_
45-3	PSB033	45	tenerissima	tenerissima	linguistic	none	_	_	_	_	_	_
45-4	PSB033	45	la	la	linguistic	none	_	_	_	_	_	_
45-5	PSB033	45	carne	carne	linguistic	none	_	End=51.784	_	_	_	_
46-0	PSB045	46	l[a	la	linguistic	none	_	Begin=52.505	_	_	_	1-2(12)
46-1	PSB045	46	@madda]	madda	linguistic	none	_	_	_	_	_	0-6(12)
46-2	PSB045	46	poveret[ta]	poveretta	linguistic	none	_	End=53.926	_	_	_	7-9(11)
47-0	PSB033	47	[mh]	mh	linguistic	none	_	Begin=52.621|End=53.01	_	_	_	0-2(12)
48-0	PSB044	48	[M]::H	mh	linguistic	none	Volume=high	Begin=53.431|End=54.715	0x2	_	_	0-1(11)
49-0	PSB045	49	eh	eh	linguistic	none	_	Begin=55.121|End=55.51	_	_	_	_
50-0	PSB033	50	ma	ma	linguistic	none	_	Begin=56.931	_	_	_	_
50-1	PSB033	50	poi	poi	linguistic	none	_	_	_	_	_	_
50-2	PSB033	50	[con	con	linguistic	none	_	_	_	_	_	0-3(771)
50-3	PSB033	50	le	le	linguistic	none	_	_	_	_	_	0-2(771)
50-4	PSB033	50	cose	cose	linguistic	none	_	_	_	_	_	0-4(771)
50-5	PSB033	50	dolci	dolci	linguistic	none	_	_	_	_	_	0-5(771)
50-6	PSB033	50	°mh°]	mh	linguistic	none	Volume=low	End=58.399	_	_	_	0-2(771)
51-0	PSB045	51	[ma	ma	linguistic	none	_	Begin=57.21	_	_	_	0-2(771)
51-1	PSB045	51	infatti	infatti	linguistic	none	_	_	_	_	_	0-7(771)
51-2	PSB045	51	rifaremo	rifaremo	linguistic	none	_	_	_	_	_	0-8(771)
51-3	PSB045	51	perché	perché	linguistic	none	_	_	_	_	_	0-6(771)
51-4	PSB045	51	oggi]	oggi	linguistic	none	_	_	_	_	_	0-4(771)
51-5	PSB045	51	comunque:	comunque	linguistic	none	_	_	7x1	_	_	_
51-6	PSB045	51	cioè	cioè	linguistic	none	_	_	_	_	_	_
51-7	PSB045	51	sarà	sarà	linguistic	none	_	_	_	_	_	_
51-8	PSB045	51	molto	molto	linguistic	none	_	_	_	_	_	_
51-9	PSB045	51	veloce	veloce	linguistic	none	_	_	_	_	_	_
51-10	PSB045	51	e	e	linguistic	none	_	_	_	_	_	_
51-11	PSB045	51	tutto	tutto	linguistic	none	_	End=61.363	_	_	_	_
52-0	PSB044	52	[buona]	buona	linguistic	none	_	Begin=58.284|End=58.799	_	_	_	0-5(771)
