token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=0.33	_	_	_	_
0-1	PSB005	0	1	aspettate	aspettate	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-2	PSB005	0	2	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-3	PSB005	0	3	facciamo	facciamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PSB005	0	4	così	così	_	_	_	_	_	linguistic	_	none	_	End=2.377	_	_	_	_
1-0	PSB005	1	0	così	così	_	_	_	_	_	linguistic	_	none	_	Begin=2.858|End=3.297	_	_	_	_
2-0	PSB005	2	0	°non	non	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=3.91	_	_	_	_
2-1	PSB005	2	1	disturba°	disturba	_	_	_	_	_	linguistic	_	none	Volume=low	End=4.68	_	_	_	_
3-0	PSB005	3	0	e:hm:	ehm	_	_	_	_	_	linguistic	_	none	_	Begin=5.0	0x1,2x1	_	_	_
3-1	PSB005	3	1	e~	e~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
3-2	PSB005	3	2	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PSB005	3	3	raccontami	raccontami	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PSB005	3	4	questa	questa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PSB005	3	5	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PSB005	3	6	sì	sì	_	_	_	_	_	linguistic	_	none	_	End=7.96	_	_	_	_
4-0	PSB005	4	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=8.18	_	_	_	_
4-1	PSB005	4	1	sta	sta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PSB005	4	2	andando	andando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB005	4	3	di~	di~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
4-4	PSB005	4	4	dimmi	dimmi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PSB005	4	5	questa	questa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PSB005	4	6	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PSB005	4	7	del:	del	_	_	_	_	_	linguistic	_	none	_	_	2x1	_	_	_
4-8	PSB005	4	8	dell'	dell'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
4-9	PSB005	4	9	alimentazione	alimentazione	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-10	PSB005	4	10	nella:	nella	_	_	_	_	_	linguistic	_	none	_	_	4x1	_	_	_
4-11	PSB005	4	11	nella	nella	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-12	PSB005	4	12	religione	religione	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-13	PSB005	4	13	ripeti[mi:]	ripetimi	_	_	_	_	_	linguistic	_	none	_	End=14.391	7x1	_	_	5-8(0)
5-0	PSB075	5	0	[ah	ah	_	_	_	_	_	linguistic	_	none	_	Begin=13.99	_	_	_	0-2(0)
5-1	PSB075	5	1	oka]y	okay	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(0)
5-2	PSB075	5	2	[e:hm]	ehm	_	_	_	_	_	linguistic	_	none	_	_	0x1	_	_	0-3(1)
5-3	PSB075	5	3	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PSB075	5	4	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PSB075	5	5	sì	sì	_	_	_	_	_	linguistic	_	none	_	End=16.2	_	_	_	_
6-0	PSB005	6	0	[se	se	_	_	_	_	_	linguistic	_	none	_	Begin=14.77	_	_	_	0-2(1)
6-1	PSB005	6	1	vuoi	vuoi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(1)
6-2	PSB005	6	2	eh	eh	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(1)
