token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB100	0	ma	ma	linguistic	none	_	Begin=0.67	_	_	_	_
0-1	PSB100	0	che	che	linguistic	none	_	_	_	_	_	_
0-2	PSB100	0	cacchio	cacchio	linguistic	none	_	_	_	_	_	_
0-3	PSB100	0	ne	ne	linguistic	none	_	_	_	_	_	_
0-4	PSB100	0	so	so	linguistic	none	_	_	_	_	_	_
0-5	PSB100	0	e	e	linguistic	none	_	_	_	_	_	_
0-6	PSB100	0	come	come	linguistic	none	_	_	_	_	_	_
0-7	PSB100	0	ha	ha	linguistic	none	_	_	_	_	_	_
0-8	PSB100	0	fatto	fatto	linguistic	none	_	_	_	_	_	_
0-9	PSB100	0	a	a	linguistic	none	_	_	_	_	_	_
0-10	PSB100	0	conoscerla?	conoscerla	linguistic	none	Intonation=rising	End=3.16	_	_	_	_
1-0	PSB099	1	{ride}	{ride}	nonverbalbehavior	none	_	Begin=4.35|End=5.48	_	_	_	_
2-0	PSB100	2	AH	ah	linguistic	none	Volume=high	Begin=5.01|End=5.57	_	_	_	_
3-0	PSB100	3	{ride}	{ride}	nonverbalbehavior	none	_	Begin=6.53|End=8.07	_	_	_	_
4-0	PSB099	4	io	io	linguistic	none	_	Begin=10.41	_	_	_	_
4-1	PSB099	4	non	non	linguistic	none	_	_	_	_	_	_
4-2	PSB099	4	ho	ho	linguistic	none	_	_	_	_	_	_
4-3	PSB099	4	parole	parole	linguistic	none	_	_	_	_	_	_
4-4	PSB099	4	guarda	guarda	linguistic	none	_	_	_	_	_	_
4-5	PSB099	4	{P}	{P}	shortpause	none	_	_	_	_	_	_
4-6	PSB099	4	io	io	linguistic	none	_	_	_	_	_	_
4-7	PSB099	4	non	non	linguistic	none	_	_	_	_	_	_
4-8	PSB099	4	ho	ho	linguistic	none	_	_	_	_	_	_
4-9	PSB099	4	parole	parole	linguistic	none	_	End=13.84	_	_	_	_
5-0	PSB099	5	ti	ti	linguistic	none	_	Begin=14.4	_	_	_	_
5-1	PSB099	5	giuro	giuro	linguistic	none	_	_	_	_	_	_
5-2	PSB099	5	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_
5-3	PSB099	5	boh	boh	linguistic	none	_	End=15.45	_	_	_	_
6-0	PSB100	6	il	il	linguistic	none	_	Begin=15.69	_	_	_	_
6-1	PSB100	6	top	top	linguistic	none	_	_	_	_	_	_
6-2	PSB100	6	questa	questa	linguistic	none	_	_	_	_	_	_
6-3	PSB100	6	{ride}	{ride}	nonverbalbehavior	none	_	_	_	_	_	_
6-4	PSB100	6	questa	questa	linguistic	none	_	_	_	_	_	_
6-5	PSB100	6	sarebbe	sarebbe	linguistic	none	_	_	_	_	_	_
6-6	PSB100	6	stato	stato	linguistic	none	_	_	_	_	_	_
6-7	PSB100	6	veramente	veramente	linguistic	none	_	_	_	_	_	_
6-8	PSB100	6	il	il	linguistic	none	_	_	_	_	_	_
6-9	PSB100	6	top	top	linguistic	none	_	_	_	_	_	_
6-10	PSB100	6	[mado']	mado'	linguistic	none	Truncated=Yes	End=20.34	_	_	_	0-5(0)
7-0	PSB099	7	[meno	meno	linguistic	none	_	Begin=19.56	_	_	_	0-4(0)
7-1	PSB099	7	meno	meno	linguistic	none	_	_	_	_	_	0-4(0)
7-2	PSB099	7	male]	male	linguistic	none	_	_	_	_	_	0-4(0)
7-3	PSB099	7	che	che	linguistic	none	_	_	_	_	_	_
7-4	PSB099	7	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
7-5	PSB099	7	ha	ha	linguistic	none	_	_	_	_	_	_
7-6	PSB099	7	la	la	linguistic	none	_	_	_	_	_	_
7-7	PSB099	7	testa	testa	linguistic	none	_	_	_	_	_	_
7-8	PSB099	7	{P}	{P}	shortpause	none	_	_	_	_	_	_
7-9	PSB099	7	[perché]	perché	linguistic	none	_	End=22.38	_	_	_	0-6(1)
8-0	PSB100	8	[mamma	mamma	linguistic	none	_	Begin=21.14	_	_	_	0-5(?)
8-1	PSB100	8	mi]a	mia	linguistic	none	_	_	_	_	_	0-2(?)
8-2	PSB100	8	{ride}	{ride}	nonverbalbehavior	none	_	End=25.9	_	_	_	_
9-0	PSB099	9	(non	non	linguistic	none	_	Begin=23.85	_	_	0-3(0)	_
9-1	PSB099	9	ti	ti	linguistic	none	_	_	_	_	0-2(0)	_
9-2	PSB099	9	ho	ho	linguistic	none	_	_	_	_	0-2(0)	_
9-3	PSB099	9	detto)	detto	linguistic	none	_	_	_	_	0-5(0)	_
9-4	PSB099	9	le	le	linguistic	none	_	_	_	_	_	_
9-5	PSB099	9	cose	cose	linguistic	none	_	_	_	_	_	_
9-6	PSB099	9	direttamente	direttamente	linguistic	none	_	End=26.26	_	_	_	_
10-0	PSB099	10	che	che	linguistic	none	_	Begin=27.73	_	_	_	_
10-1	PSB099	10	stupido	stupido	linguistic	none	_	_	_	_	_	_
10-2	PSB099	10	di	di	linguistic	none	_	_	_	_	_	_
10-3	PSB099	10	merda	merda	linguistic	none	_	_	_	_	_	_
10-4	PSB099	10	che	che	linguistic	none	_	_	_	_	_	_
10-5	PSB099	10	sei	sei	linguistic	none	_	End=30.0	_	_	_	_
11-0	PSB100	11	{ride}	{ride}	nonverbalbehavior	none	_	Begin=30.15|End=32.45	_	_	_	_
12-0	PSB099	12	no	no	linguistic	none	_	Begin=32.98	_	_	_	_
12-1	PSB099	12	questo	questo	linguistic	none	_	_	_	_	_	_
12-2	PSB099	12	è	è	linguistic	none	_	_	_	_	_	_
12-3	PSB099	12	(ma	ma	linguistic	none	_	_	_	_	0-2(0)	_
12-4	PSB099	12	allora)	allora	linguistic	none	_	_	_	_	0-6(0)	_
12-5	PSB099	12	va'	va'	linguistic	none	Truncated=Yes	_	_	_	_	_
