token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB104	0	allora	allora	linguistic	none	_	Begin=1.55	_	_	_	_
0-1	PSB104	0	io	io	linguistic	none	_	_	_	_	_	_
0-2	PSB104	0	voglio	voglio	linguistic	none	_	_	_	_	_	_
0-3	PSB104	0	troppo	troppo	linguistic	none	_	_	_	_	_	_
0-4	PSB104	0	sapere	sapere	linguistic	none	_	_	_	_	_	_
0-5	PSB104	0	la	la	linguistic	none	_	_	_	_	_	_
0-6	PSB104	0	cosa	cosa	linguistic	none	_	_	_	_	_	_
0-7	PSB104	0	che	che	linguistic	none	_	_	_	_	_	_
0-8	PSB104	0	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_
0-9	PSB104	0	proprio	proprio	linguistic	none	_	_	_	_	_	_
0-10	PSB104	0	da	da	linguistic	none	_	_	_	_	_	_
0-11	PSB104	0	una	una	linguistic	none	_	_	_	_	_	_
0-12	PSB104	0	settimana	settimana	linguistic	none	_	_	_	_	_	_
0-13	PSB104	0	hai	hai	linguistic	none	_	_	_	_	_	_
0-14	PSB104	0	visto	visto	linguistic	none	_	_	_	_	_	_
0-15	PSB104	0	gli	gli	linguistic	none	_	_	_	_	_	_
0-16	PSB104	0	ultimi	ultimi	linguistic	none	_	_	_	_	_	_
0-17	PSB104	0	episodi:	episodi	linguistic	none	_	_	6x1	_	_	_
0-18	PSB104	0	dell'	dell'	linguistic	none	SpaceAfter=No	_	_	_	_	_
0-19	PSB104	0	amica	amica	linguistic	none	_	_	_	_	_	_
0-20	PSB104	0	geniale?	geniale	linguistic	none	Intonation=rising	End=7.38	_	_	_	_
1-0	PSB119	1	no	no	linguistic	none	_	Begin=7.39|End=7.94	_	_	_	_
2-0	PSB104	2	no	no	linguistic	none	_	Begin=8.173|End=8.45	_	_	_	_
3-0	PSB104	3	aspetta	aspetta	linguistic	none	_	Begin=9.073	_	_	_	_
3-1	PSB104	3	allora	allora	linguistic	none	_	_	_	_	_	_
3-2	PSB104	3	{P}	{P}	shortpause	none	_	_	_	_	_	_
3-3	PSB104	3	io	io	linguistic	none	_	_	_	_	_	_
3-4	PSB104	3	non	non	linguistic	none	_	_	_	_	_	_
3-5	PSB104	3	ho	ho	linguistic	none	_	_	_	_	_	_
3-6	PSB104	3	visto	visto	linguistic	none	_	_	_	_	_	_
3-7	PSB104	3	{P}	{P}	shortpause	none	_	_	_	_	_	_
3-8	PSB104	3	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-9	PSB104	3	ultimo	ultimo	linguistic	none	_	_	_	_	_	_
3-10	PSB104	3	{P}	{P}	shortpause	none	_	_	_	_	_	_
3-11	PSB104	3	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-12	PSB104	3	ultimo	ultimo	linguistic	none	_	_	_	_	_	_
3-13	PSB104	3	ultimo	ultimo	linguistic	none	_	_	_	_	_	_
3-14	PSB104	3	non	non	linguistic	none	_	_	_	_	_	_
3-15	PSB104	3	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-16	PSB104	3	ho	ho	linguistic	none	_	_	_	_	_	_
3-17	PSB104	3	visto	visto	linguistic	none	_	End=14.51	_	_	_	_
4-0	PSB104	4	perché	perché	linguistic	none	_	Begin=14.747	_	_	_	_
4-1	PSB104	4	ehm:	ehm	linguistic	none	_	End=16.02	2x1	_	_	_
5-0	PSB104	5	ero	ero	linguistic	none	_	Begin=17.153	_	_	_	_
5-1	PSB104	5	troppo	troppo	linguistic	none	_	_	_	_	_	_
5-2	PSB104	5	stanca	stanca	linguistic	none	_	_	_	_	_	_
5-3	PSB104	5	{P}	{P}	shortpause	none	_	_	_	_	_	_
5-4	PSB104	5	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_
5-5	PSB104	5	ero	ero	linguistic	none	_	_	_	_	_	_
5-6	PSB104	5	arrivata	arrivata	linguistic	none	_	_	_	_	_	_
5-7	PSB104	5	veramente	veramente	linguistic	none	_	_	_	_	_	_
5-8	PSB104	5	a	a	linguistic	none	_	_	_	_	_	_
5-9	PSB104	5	casa	casa	linguistic	none	_	_	_	_	_	_
5-10	PSB104	5	morta	morta	linguistic	none	_	_	_	_	_	_
5-11	PSB104	5	dall'	dall'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-12	PSB104	5	università	università	linguistic	none	_	End=21.05	_	_	_	_
6-0	PSB104	6	tu	tu	linguistic	none	_	Begin=21.687	_	_	_	_
6-1	PSB104	6	dove	dove	linguistic	none	_	_	_	_	_	_
6-2	PSB104	6	sei	sei	linguistic	none	_	_	_	_	_	_
6-3	PSB104	6	arrivata?	arrivata	linguistic	none	Intonation=rising	End=22.673	_	_	_	_
7-0	PSB119	7	a:l	al	linguistic	none	_	Begin=23.58	0x1	_	_	_
7-1	PSB119	7	ehm	ehm	linguistic	none	_	_	_	_	_	_
7-2	PSB119	7	{P}	{P}	shortpause	none	_	_	_	_	_	_
7-3	PSB119	7	sette:?	sette	linguistic	none	Intonation=rising	End=25.36	4x1	_	_	_
8-0	PSB104	8	la	la	linguistic	none	_	Begin=26.273	_	_	_	_
8-1	PSB104	8	se~	se~	linguistic	none	Interrupted=Yes	_	_	_	_	_
8-2	PSB104	8	la	la	linguistic	none	_	_	_	_	_	_
8-3	PSB104	8	sette:?	sette	linguistic	none	Intonation=rising	End=27.8	4x1	_	_	_
9-0	PSB119	9	dì	dì	linguistic	all	Language=NO_ISO_CODE	Begin=27.81	_	_	_	_
9-1	PSB119	9	s~	s~	linguistic	all	Interrupted=Yes|Language=NO_ISO_CODE	_	_	_	_	_
9-2	PSB119	9	dì	dì	linguistic	all	Language=NO_ISO_CODE	_	_	_	_	_
9-3	PSB119	9	qī	qī	linguistic	all	Language=NO_ISO_CODE	_	_	_	_	_
9-4	PSB119	9	jí	jí	linguistic	all	Language=NO_ISO_CODE	End=29.28	_	_	_	_
11-0	PSB105	11	a:h	ah	linguistic	none	_	Begin=29.667	0x1	_	_	_
11-1	PSB105	11	episodio	episodio	linguistic	none	_	_	_	_	_	_
11-2	PSB105	11	sette	sette	linguistic	none	_	End=30.98	_	_	_	_
12-0	PSB104	12	okay[ay]	okayay	linguistic	none	_	Begin=31.58|End=32.54	_	_	_	4-6(0)
13-0	PSB105	13	[settimo]	settimo	linguistic	none	_	Begin=31.86|End=32.53	_	_	_	0-7(0)
14-0	PSB104	14	okay	okay	linguistic	none	_	Begin=32.619	_	_	_	_
14-1	PSB104	14	{P}	{P}	shortpause	none	_	_	_	_	_	_
14-2	PSB104	14	cos'	cos'	linguistic	none	SpaceAfter=No	_	_	_	_	_
14-3	PSB104	14	è	è	linguistic	none	_	_	_	_	_	_
14-4	PSB104	14	successo?	successo	linguistic	none	Intonation=rising	_	_	_	_	_
14-5	PSB104	14	non	non	linguistic	none	_	_	_	_	_	_
14-6	PSB104	14	mi	mi	linguistic	none	_	_	_	_	_	_
14-7	PSB104	14	ricordo	ricordo	linguistic	none	_	_	_	_	_	_
14-8	PSB104	14	{P}	{P}	shortpause	none	_	_	_	_	_	_
14-9	PSB104	14	nel	nel	linguistic	none	_	_	_	_	_	_
14-10	PSB104	14	sette	sette	linguistic	none	_	End=35.54	_	_	_	_
15-0	PSB105	15	l'	l'	linguistic	none	SpaceAfter=No	Begin=35.56	_	_	_	_
15-1	PSB105	15	ultima	ultima	linguistic	none	_	_	_	_	_	_
15-2	PSB105	15	stagione?	stagione	linguistic	none	Intonation=rising	End=36.447	_	_	_	_
16-0	PSB119	16	sì:	sì	linguistic	none	_	Begin=36.8	1x1	_	_	_
16-1	PSB119	16	lila	lila	linguistic	none	_	_	_	_	_	_
16-2	PSB119	16	ha	ha	linguistic	none	_	_	_	_	_	_
16-3	PSB119	16	perso:	perso	linguistic	none	_	End=39.193	4x1	_	_	_
17-0	PSB119	17	no	no	linguistic	none	_	Begin=39.8|End=40.621	_	_	_	_
18-0	PSB119	18	è	è	linguistic	none	_	Begin=41.393	_	_	_	_
18-1	PSB119	18	scomparso:	scomparso	linguistic	none	_	_	8x1	_	_	_
18-2	PSB119	18	la	la	linguistic	none	_	_	_	_	_	_
18-3	PSB119	18	figlia	figlia	linguistic	none	_	_	_	_	_	_
18-4	PSB119	18	di	di	linguistic	none	_	_	_	_	_	_
18-5	PSB119	18	lila	lila	linguistic	none	_	End=43.929	_	_	_	_
19-0	PSB104	19	AH	ah	linguistic	none	Volume=high	Begin=44.74	_	_	_	_
19-1	PSB104	19	allora	allora	linguistic	none	_	_	_	_	_	_
19-2	PSB104	19	>l'	l'	linguistic	none	SpaceAfter=No	_	_	Fast=0-2(0)	_	_
19-3	PSB104	19	hai	hai	linguistic	none	_	_	_	Fast=0-3(0)	_	_
19-4	PSB104	19	fi~<	fi~	linguistic	none	Interrupted=Yes	_	_	Fast=0-3(0)	_	_
19-5	PSB104	19	tu	tu	linguistic	none	_	_	_	_	_	_
19-6	PSB104	19	sei	sei	linguistic	none	_	_	_	_	_	_
19-7	PSB104	19	arrivato:	arrivato	linguistic	none	_	_	7x1	_	_	_
19-8	PSB104	19	alla	alla	linguistic	none	_	_	_	_	_	_
19-9	PSB104	19	fine	fine	linguistic	none	_	_	_	_	_	_
19-10	PSB104	19	[pro]prio	proprio	linguistic	none	_	End=47.86	_	_	_	0-3(1)
20-0	PSB105	20	[ehm:]	ehm	linguistic	none	_	Begin=47.54|End=48.2	2x1	_	_	0-3(1)
21-0	PSB104	21	>ah	ah	linguistic	none	_	Begin=48.2	_	Fast=0-2(0)	_	_
21-1	PSB104	21	no	no	linguistic	none	_	_	_	Fast=0-2(0)	_	_
21-2	PSB104	21	io	io	linguistic	none	_	_	_	Fast=0-2(0)	_	_
21-3	PSB104	21	no<	no	linguistic	none	_	End=48.92	_	Fast=0-2(0)	_	_
22-0	PSB119	22	{ride}	{ride}	nonverbalbehavior	none	_	Begin=48.91|End=50.54	_	_	_	_
23-0	PSB105	23	anch'	anch'	linguistic	none	SpaceAfter=No	Begin=49.92	_	_	_	_
23-1	PSB105	23	io	io	linguistic	none	_	_	_	_	_	_
23-2	PSB105	23	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
23-3	PSB105	23	ho	ho	linguistic	none	_	_	_	_	_	_
23-4	PSB105	23	visto:	visto	linguistic	none	_	End=51.08	4x1	_	_	_
24-0	PSB104	24	l'	l'	linguistic	none	SpaceAfter=No	Begin=51.09	_	_	_	_
24-1	PSB104	24	hai	hai	linguistic	none	_	_	_	_	_	_
24-2	PSB104	24	visto	visto	linguistic	none	_	_	_	_	_	_
24-3	PSB104	24	[tu]?	tu	linguistic	none	Intonation=rising	End=52.0	_	_	_	0-2(2)
25-0	PSB105	25	[ehm]	ehm	linguistic	none	_	Begin=51.47|End=51.993	_	_	_	0-3(2)
26-0	PSB104	26	no	no	linguistic	none	_	Begin=52.13	_	_	_	_
26-1	PSB104	26	io	io	linguistic	none	_	_	_	_	_	_
26-2	PSB104	26	no	no	linguistic	none	_	_	_	_	_	_
26-3	PSB104	26	raga:	raga	linguistic	none	_	_	3x1	_	_	_
26-4	PSB104	26	{P}	{P}	shortpause	none	_	_	_	_	_	_
26-5	PSB104	26	c(io)è:	cioè	linguistic	none	_	End=53.64	3x1	_	1-3(0)	_
27-0	PSB105	27	allora	allora	linguistic	none	_	Begin=53.64	_	_	_	_
27-1	PSB105	27	ti	ti	linguistic	none	_	_	_	_	_	_
