token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=0.132	_	_	_	_
0-1	PSB005	0	1	di(mmi)	dimmi	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	2-5(0)	_
0-2	PSB005	0	2	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-3	PSB005	0	3	dimmi	dimmi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PSB005	0	4	ques(to)	questo	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	4-6(1)	_
0-5	PSB005	0	5	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-6	PSB005	0	6	stavi	stavi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PSB005	0	7	dicendo	dicendo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PSB005	0	8	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-9	PSB005	0	9	avevi	avevi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-10	PSB005	0	10	conosciuto	conosciuto	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-11	PSB005	0	11	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-12	PSB005	0	12	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-13	PSB005	0	13	[a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(0)
0-14	PSB005	0	14	quest]o	questo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-5(0)
0-15	PSB005	0	15	evento	evento	_	_	_	_	_	linguistic	_	none	_	End=3.723	_	_	_	_
1-0	PSB020	1	0	[e]	e	_	_	_	_	_	linguistic	_	none	_	Begin=3.054|End=3.338	_	_	_	0-1(0)
2-0	PSB020	2	0	eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=3.815	_	_	_	_
2-1	PSB020	2	1	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB020	2	2	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB020	2	3	hanno	hanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB020	2	4	fatto:	fatto	_	_	_	_	_	linguistic	_	none	_	_	4x1	_	_	_
2-5	PSB020	2	5	hanno	hanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PSB020	2	6	creato	creato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PSB020	2	7	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-8	PSB020	2	8	evento	evento	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-9	PSB020	2	9	per	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-10	PSB020	2	10	gli	gli	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-11	PSB020	2	11	ucraini	ucraini	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
2-12	PSB020	2	12	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
2-13	PSB020	2	13	quelli	quelli	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-14	PSB020	2	14	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-15	PSB020	2	15	sono:	sono	_	_	_	_	_	linguistic	_	none	_	End=9.677	3x1	_	_	_
3-0	PSB020	3	0	a::hm	ahm	_	_	_	_	_	linguistic	_	none	_	Begin=10.362|End=11.669	0x2	_	_	_
4-0	PSB020	4	0	oppure	oppure	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=12.391	_	_	_	_
4-1	PSB020	4	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
4-2	PSB020	4	2	fanno	fanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB020	4	3	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PSB020	4	4	magistrale	magistrale	_	_	_	_	_	linguistic	_	none	_	End=14.491	_	_	_	_
5-0	PSB020	5	0	o	o	_	_	_	_	_	linguistic	_	none	_	Begin=14.58	_	_	_	_
5-1	PSB020	5	1	quelli	quelli	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB020	5	2	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PSB020	5	3	stanno	stanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PSB020	5	4	facendo	facendo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PSB020	5	5	qualche	qualche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
