token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB014	0	okay	okay	linguistic	none	_	Begin=0.36|End=0.79	_	_	_	_
1-0	PSB014	1	posso?	posso	linguistic	none	Intonation=rising	Begin=1.05|End=1.46	_	_	_	_
2-0	PSB033	2	°me	me	linguistic	none	Volume=low	Begin=1.53	_	_	_	_
2-1	PSB033	2	lhai	lhai	linguistic	none	Volume=low	_	_	_	_	_
2-2	PSB033	2	mandato°	mandato	linguistic	none	Volume=low	End=2.15	_	_	_	_
3-0	PSB014	3	poggio	poggio	linguistic	none	_	Begin=2.407	_	_	_	_
3-1	PSB014	3	qua	qua	linguistic	none	_	End=2.887	_	_	_	_
4-0	PSB035	4	a:h	ah	linguistic	none	_	Begin=2.974|End=3.309	0x1	_	_	_
5-0	???	5	{musica}	{musica}	nonverbalbehavior	none	_	Begin=3.376|End=5.49	_	_	_	_
6-0	PSB014	6	ehm:	ehm	linguistic	none	_	Begin=5.49|End=6.32	2x1	_	_	_
7-0	PSB014	7	vai	vai	linguistic	none	_	Begin=6.473|End=6.793	_	_	_	_
8-0	PSB014	8	[vai	vai	linguistic	none	_	Begin=6.893	_	_	_	0-3(0)
8-1	PSB014	8	tu]?	tu	linguistic	none	Intonation=rising	End=7.493	_	_	_	0-2(0)
9-0	PSB033	9	[vai	vai	linguistic	none	_	Begin=6.893	_	_	_	0-3(0)
9-1	PSB033	9	{P}	{P}	shortpause	none	_	_	_	_	_	0-3(0)
9-2	PSB033	9	vai	vai	linguistic	none	_	_	_	_	_	0-3(0)
9-3	PSB033	9	tu]?	tu	linguistic	none	Intonation=rising	_	_	_	_	0-2(0)
9-4	PSB033	9	inizia	inizia	linguistic	none	_	_	_	_	_	_
9-5	PSB033	9	tu	tu	linguistic	none	_	End=8.211	_	_	_	_
10-0	PSB014	10	ehm:	ehm	linguistic	none	_	Begin=8.727	2x1	_	_	_
10-1	PSB014	10	vi	vi	linguistic	none	_	_	_	_	_	_
10-2	PSB014	10	piace	piace	linguistic	none	_	_	_	_	_	_
10-3	PSB014	10	questa	questa	linguistic	none	_	_	_	_	_	_
10-4	PSB014	10	zona	zona	linguistic	none	_	_	_	_	_	_
10-5	PSB014	10	di	di	linguistic	none	_	_	_	_	_	_
10-6	PSB014	10	bolo[gna]?	bologna	linguistic	none	Intonation=rising	End=10.84	_	_	_	4-7(1)
11-0	PSB035	11	[sì]	sì	linguistic	none	_	Begin=10.51	_	_	_	0-2(1)
11-1	PSB035	11	molto	molto	linguistic	none	_	_	_	_	_	_
11-2	PSB035	11	piace	piace	linguistic	none	_	_	_	_	_	_
11-3	PSB035	11	a	a	linguistic	none	_	_	_	_	_	_
11-4	PSB035	11	me	me	linguistic	none	_	End=11.907	_	_	_	_
12-0	PSB014	12	°vi	vi	linguistic	none	Volume=low	Begin=11.943	_	_	_	_
12-1	PSB014	12	pia[ce]°	piace	linguistic	none	Volume=low	End=12.459	_	_	_	3-5(2)
13-0	PSB035	13	[m:h]	mh	linguistic	none	_	Begin=12.26|End=12.593	0x1	_	_	0-2(2)
14-0	PSB014	14	ehm:	ehm	linguistic	none	_	Begin=12.818	2x1	_	_	_
14-1	PSB014	14	vivete	vivete	linguistic	none	_	_	_	_	_	_
14-2	PSB014	14	qua	qua	linguistic	none	_	_	_	_	_	_
14-3	PSB014	14	vicino?	vicino	linguistic	none	Intonation=rising	End=14.376	_	_	_	_
15-0	PSB035	15	sì	sì	linguistic	none	_	Begin=14.546	_	_	_	_
15-1	PSB035	15	vivete	vivete	linguistic	none	_	_	_	_	_	_
15-2	PSB035	15	qua:	qua	linguistic	none	_	_	2x1	_	_	_
15-3	PSB035	15	vicino	vicino	linguistic	none	_	_	_	_	_	_
15-4	PSB035	15	qua	qua	linguistic	none	_	End=16.227	_	_	_	_
16-0	PSB014	16	ah	ah	linguistic	none	_	Begin=16.392|End=16.742	_	_	_	_
17-0	PSB035	17	piedi	piedi	linguistic	none	_	Begin=16.979	_	_	_	_
17-1	PSB035	17	cinque	cinque	linguistic	none	_	_	_	_	_	_
17-2	PSB035	17	minuti	minuti	linguistic	none	_	_	_	_	_	_
17-3	PSB035	17	°[qui]°	qui	linguistic	none	Volume=low	End=18.608	_	_	_	0-3(3)
18-0	PSB014	18	[ah]	ah	linguistic	none	_	Begin=18.309|End=18.613	_	_	_	0-2(3)
19-0	PSB014	19	ehm	ehm	linguistic	none	_	Begin=19.057	_	_	_	_
19-1	PSB014	19	{P}	{P}	shortpause	none	_	_	_	_	_	_
19-2	PSB014	19	quindi	quindi	linguistic	none	_	_	_	_	_	_
19-3	PSB014	19	vi	vi	linguistic	none	_	_	_	_	_	_
19-4	PSB014	19	spostate	spostate	linguistic	none	_	_	_	_	_	_
19-5	PSB014	19	sempre	sempre	linguistic	none	_	_	_	_	_	_
19-6	PSB014	19	a	a	linguistic	none	_	_	_	_	_	_
19-7	PSB014	19	piedi?	piedi	linguistic	none	Intonation=rising	End=20.825	_	_	_	_
20-0	PSB035	20	ehm:	ehm	linguistic	none	_	Begin=21.227	2x1	_	_	_
20-1	PSB035	20	quasi	quasi	linguistic	none	_	_	_	_	_	_
20-2	PSB035	20	sempr~	sempr~	linguistic	none	Interrupted=Yes	_	_	_	_	_
20-3	PSB035	20	viene	viene	linguistic	none	_	_	_	_	_	_
20-4	PSB035	20	a	a	linguistic	none	_	_	_	_	_	_
20-5	PSB035	20	lavorare:	lavorare	linguistic	none	_	_	7x1	_	_	_
20-6	PSB035	20	sempre	sempre	linguistic	none	_	_	_	_	_	_
20-7	PSB035	20	piedi	piedi	linguistic	none	_	End=24.716	_	_	_	_
21-0	PSB014	21	ah	ah	linguistic	none	_	Begin=24.789	_	_	_	_
21-1	PSB014	21	okay	okay	linguistic	none	_	_	_	_	_	_
21-2	PSB014	21	{P}	{P}	shortpause	none	_	_	_	_	_	_
21-3	PSB014	21	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
21-4	PSB014	21	autobus	autobus	linguistic	none	_	_	_	_	_	_
21-5	PSB014	21	lo	lo	linguistic	none	_	_	_	_	_	_
21-6	PSB014	21	prendete	prendete	linguistic	none	_	_	_	_	_	_
