token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB137	0	°meglio°	meglio	linguistic	none	Volume=low	Begin=5.34|End=5.96	_	_	_	_
1-0	PSB136	1	>allora	allora	linguistic	none	_	Begin=10.2	_	Fast=0-6(0)	_	_
1-1	PSB136	1	come	come	linguistic	none	_	_	_	Fast=0-4(0)	_	_
1-2	PSB136	1	ti	ti	linguistic	none	_	_	_	Fast=0-2(0)	_	_
1-3	PSB136	1	stavo	stavo	linguistic	none	_	_	_	Fast=0-5(0)	_	_
1-4	PSB136	1	dicendo	dicendo	linguistic	none	_	_	_	Fast=0-7(0)	_	_
1-5	PSB136	1	prima<,	prima	linguistic	none	Intonation=weakly_rising	End=11.678	_	Fast=0-5(0)	_	_
2-0	PSB136	2	io	io	linguistic	none	_	Begin=12.248	_	_	_	_
2-1	PSB136	2	finora	finora	linguistic	none	_	_	_	_	_	_
2-2	PSB136	2	ho	ho	linguistic	none	_	_	_	_	_	_
2-3	PSB136	2	guardato	guardato	linguistic	none	_	_	_	_	_	_
2-4	PSB136	2	solo	solo	linguistic	none	_	_	_	_	_	_
2-5	PSB136	2	k-drama	k-drama	linguistic	none	_	End=13.831	_	_	_	_
3-0	PSB136	3	e	e	linguistic	none	_	Begin=14.221	_	_	_	_
3-1	PSB136	3	infatti	infatti	linguistic	none	_	_	_	_	_	_
3-2	PSB136	3	dopo	dopo	linguistic	none	_	_	_	_	_	_
3-3	PSB136	3	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-4	PSB136	3	ultimo	ultimo	linguistic	none	_	_	_	_	_	_
3-5	PSB136	3	k-drama	k-drama	linguistic	none	_	_	_	_	_	_
3-6	PSB136	3	pensavo	pensavo	linguistic	none	_	_	_	_	_	_
3-7	PSB136	3	di	di	linguistic	none	_	_	_	_	_	_
3-8	PSB136	3	guardarne	guardarne	linguistic	none	_	_	_	_	_	_
3-9	PSB136	3	un	un	linguistic	none	_	_	_	_	_	_
3-10	PSB136	3	altro	altro	linguistic	none	_	End=17.335	_	_	_	_
4-0	PSB136	4	solo	solo	linguistic	none	_	Begin=17.725	_	_	_	_
4-1	PSB136	4	che	che	linguistic	none	_	_	_	_	_	_
4-2	PSB136	4	su	su	linguistic	none	_	_	_	_	_	_
4-3	PSB136	4	netflix	netflix	linguistic	none	_	_	_	_	_	_
4-4	PSB136	4	non	non	linguistic	none	_	_	_	_	_	_
4-5	PSB136	4	avevo	avevo	linguistic	none	_	_	_	_	_	_
4-6	PSB136	4	visto	visto	linguistic	none	_	_	_	_	_	_
4-7	PSB136	4	niente	niente	linguistic	none	_	_	_	_	_	_
4-8	PSB136	4	di	di	linguistic	none	_	_	_	_	_	_
4-9	PSB136	4	bello	bello	linguistic	none	_	End=20.205	_	_	_	_
5-0	PSB136	5	e:	e	linguistic	none	_	Begin=20.812	0x1	_	_	_
5-1	PSB136	5	poi	poi	linguistic	none	_	_	_	_	_	_
5-2	PSB136	5	ho	ho	linguistic	none	_	_	_	_	_	_
5-3	PSB136	5	visto	visto	linguistic	none	_	_	_	_	_	_
5-4	PSB136	5	che	che	linguistic	none	_	_	_	_	_	_
5-5	PSB136	5	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-6	PSB136	5	era	era	linguistic	none	_	_	_	_	_	_
5-7	PSB136	5	questa	questa	linguistic	none	_	_	_	_	_	_
5-8	PSB136	5	serie	serie	linguistic	none	_	_	_	_	_	_
5-9	PSB136	5	cinese	cinese	linguistic	none	_	_	_	_	_	_
5-10	PSB136	5	a	a	linguistic	none	_	_	_	_	_	_
5-11	PSB136	5	casissimo,	casissimo	linguistic	none	Intonation=weakly_rising	End=24.049	_	_	_	_
6-0	PSB136	6	perché	perché	linguistic	none	_	Begin=24.403	_	_	_	_
6-1	PSB136	6	non	non	linguistic	none	_	_	_	_	_	_
6-2	PSB136	6	fa	fa	linguistic	none	_	_	_	_	_	_
6-3	PSB136	6	tante	tante	linguistic	none	_	_	_	_	_	_
6-4	PSB136	6	serie	serie	linguistic	none	_	_	_	_	_	_
6-5	PSB136	6	cinesi	cinesi	linguistic	none	_	_	_	_	_	_
6-6	PSB136	6	netflix	netflix	linguistic	none	_	End=26.549	_	_	_	_
7-0	PSB136	7	di:	di	linguistic	none	_	Begin=27.034	1x1	_	_	_
7-1	PSB136	7	in	in	linguistic	none	_	_	_	_	_	_
7-2	PSB136	7	cui	cui	linguistic	none	_	_	_	_	_	_
7-3	PSB136	7	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
7-4	PSB136	7	era	era	linguistic	none	_	_	_	_	_	_
7-5	PSB136	7	anche	anche	linguistic	none	_	_	_	_	_	_
7-6	PSB136	7	{P}	{P}	shortpause	none	_	_	_	_	_	_
7-7	PSB136	7	bai	bai	linguistic	none	_	_	_	_	_	_
7-8	PSB136	7	jingting	jingting	linguistic	none	_	End=29.533	_	_	_	_
8-0	PSB137	8	°sì°	sì	linguistic	none	Volume=low	Begin=30.202|End=30.452	_	_	_	_
9-0	PSB136	9	che	che	linguistic	none	_	Begin=30.631	_	_	_	_
9-1	PSB136	9	è	è	linguistic	none	_	_	_	_	_	_
