token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB051	0	vuoi	vuoi	linguistic	none	_	Begin=0.499	_	_	_	_
0-1	PSB051	0	assaggiare?	assaggiare	linguistic	none	Intonation=rising	End=1.24	_	_	_	_
1-0	PSB036	1	cos'	cos'	linguistic	none	SpaceAfter=No	Begin=1.897	_	_	_	_
1-1	PSB036	1	è?	è	linguistic	none	Intonation=rising	End=2.545	_	_	_	_
2-0	PSB051	2	riso	riso	linguistic	none	_	Begin=3.506|End=4.183	_	_	_	_
3-0	PSB036	3	ma	ma	linguistic	none	_	Begin=4.28|End=4.56	_	_	_	_
4-0	PSB036	4	volentieri	volentieri	linguistic	none	_	Begin=5.38	_	_	_	_
4-1	PSB036	4	dai	dai	linguistic	none	_	End=6.686	_	_	_	_
5-0	PSB036	5	{ride}	{ride}	nonverbalbehavior	none	_	Begin=6.842|End=8.237	_	_	_	_
6-0	PSB036	6	grazie	grazie	linguistic	none	_	Begin=8.261|End=8.988	_	_	_	_
7-0	PSB028	7	~getto	~getto	linguistic	none	Interrupted=Yes	Begin=13.022|End=13.71	_	_	_	_
8-0	PSB028	8	[dove	dove	linguistic	none	_	Begin=13.892	_	_	_	0-4(0)
8-1	PSB028	8	(facciamo)	facciamo	linguistic	none	_	_	_	_	0-8(0)	0-8(0)
8-2	PSB028	8	molte:]	molte	linguistic	none	_	_	4x1	_	_	0-5(0)
8-3	PSB028	8	conversazioni	conversazioni	linguistic	none	_	_	_	_	_	_
8-4	PSB028	8	con	con	linguistic	none	_	_	_	_	_	_
8-5	PSB028	8	e:h	eh	linguistic	none	_	_	0x1	_	_	_
8-6	PSB028	8	m:h	mh	linguistic	none	_	_	0x1	_	_	_
8-7	PSB028	8	persone	persone	linguistic	none	_	_	_	_	_	_
8-8	PSB028	8	che	che	linguistic	none	_	_	_	_	_	_
8-9	PSB028	8	vivono	vivono	linguistic	none	_	_	_	_	_	_
8-10	PSB028	8	a	a	linguistic	none	_	_	_	_	_	_
8-11	PSB028	8	bologna	bologna	linguistic	none	_	End=19.939	_	_	_	_
9-0	PSB051	9	[a:h]	ah	linguistic	none	_	Begin=13.893|End=15.205	0x1	_	_	0-2(0)
10-0	PSB028	10	per	per	linguistic	none	_	Begin=19.96	_	_	_	_
10-1	PSB028	10	sapere	sapere	linguistic	none	_	_	_	_	_	_
10-2	PSB028	10	come	come	linguistic	none	_	_	_	_	_	_
10-3	PSB028	10	vivono	vivono	linguistic	none	_	_	_	_	_	_
10-4	PSB028	10	a	a	linguistic	none	_	_	_	_	_	_
10-5	PSB028	10	bologna:	bologna	linguistic	none	_	_	6x1	_	_	_
10-6	PSB028	10	come	come	linguistic	none	_	_	_	_	_	_
10-7	PSB028	10	si	si	linguistic	none	_	_	_	_	_	_
10-8	PSB028	10	trovano:	trovano	linguistic	none	_	End=22.91	6x1	_	_	_
11-0	PSB028	11	cioè	cioè	linguistic	none	_	Begin=23.593	_	_	_	_
11-1	PSB028	11	ci	ci	linguistic	none	_	_	_	_	_	_
11-2	PSB028	11	serve	serve	linguistic	none	_	_	_	_	_	_
11-3	PSB028	11	più	più	linguistic	none	_	_	_	_	_	_
11-4	PSB028	11	che	che	linguistic	none	_	_	_	_	_	_
11-5	PSB028	11	altro	altro	linguistic	none	_	_	_	_	_	_
11-6	PSB028	11	la	la	linguistic	none	_	_	_	_	_	_
11-7	PSB028	11	voce	voce	linguistic	none	_	_	_	_	_	_
11-8	PSB028	11	non:	non	linguistic	none	_	End=26.313	2x1	_	_	_
12-0	PSB051	12	ma	ma	linguistic	none	_	Begin=26.446	_	_	_	_
12-1	PSB051	12	cos'	cos'	linguistic	none	SpaceAfter=No	_	_	_	_	_
12-2	PSB051	12	è	è	linguistic	none	_	_	_	_	_	_
12-3	PSB051	12	eh	eh	linguistic	none	_	End=27.835	_	_	_	_
