token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	°allora°	allora	linguistic	none	Volume=low	Begin=0.4|End=0.976	_	_	_	_
1-0	PSB005	1	e::hm	ehm	linguistic	none	_	Begin=1.652|End=2.157	0x2	_	_	_
2-0	PSB005	2	okay	okay	linguistic	none	_	Begin=2.452	_	_	_	_
2-1	PSB005	2	facile	facile	linguistic	none	_	_	_	_	_	_
2-2	PSB005	2	e	e	linguistic	none	_	_	_	_	_	_
2-3	PSB005	2	poi	poi	linguistic	none	_	_	_	_	_	_
2-4	PSB005	2	praticamento	praticamento	linguistic	none	_	_	_	_	_	_
2-5	PSB005	2	io	io	linguistic	none	_	_	_	_	_	_
2-6	PSB005	2	qui:	qui	linguistic	none	_	End=5.644	2x1	_	_	_
3-0	PSB005	3	ho:::	ho	linguistic	none	_	Begin=6.151|End=6.627	1x3	_	_	_
4-0	PSB005	4	qua	qua	linguistic	none	_	Begin=7.652	_	_	_	_
4-1	PSB005	4	ho	ho	linguistic	none	_	_	_	_	_	_
4-2	PSB005	4	un	un	linguistic	none	_	_	_	_	_	_
4-3	PSB005	4	elenco	elenco	linguistic	none	_	_	_	_	_	_
4-4	PSB005	4	di:	di	linguistic	none	_	_	1x1	_	_	_
4-5	PSB005	4	di	di	linguistic	none	_	_	_	_	_	_
4-6	PSB005	4	non	non	linguistic	none	_	_	_	_	_	_
4-7	PSB005	4	tanto	tanto	linguistic	none	_	_	_	_	_	_
4-8	PSB005	4	di	di	linguistic	none	_	_	_	_	_	_
4-9	PSB005	4	domande	domande	linguistic	none	_	_	_	_	_	_
4-10	PSB005	4	ma	ma	linguistic	none	_	_	_	_	_	_
4-11	PSB005	4	di	di	linguistic	none	_	_	_	_	_	_
4-12	PSB005	4	tem[i]	temi	linguistic	none	_	End=10.708	_	_	_	3-4(0)
5-0	PSB077	5	[m]:h	mh	linguistic	none	_	Begin=10.606|End=10.914	0x1	_	_	0-1(0)
6-0	PSB005	6	di	di	linguistic	none	_	Begin=11.003	_	_	_	_
6-1	PSB005	6	cui	cui	linguistic	none	_	_	_	_	_	_
6-2	PSB005	6	parliam[o]	parliamo	linguistic	none	_	End=11.948	_	_	_	7-8(1)
7-0	PSB077	7	[m]h	mh	linguistic	none	_	Begin=11.905	_	_	_	0-1(1)
7-1	PSB077	7	(o)kay	okay	linguistic	none	_	End=12.38	_	_	0-1(0)	_
8-0	PSB005	8	però	però	linguistic	none	_	Begin=12.203	_	_	_	_
8-1	PSB005	8	di	di	linguistic	none	_	_	_	_	_	_
8-2	PSB005	8	solito	solito	linguistic	none	_	_	_	_	_	_
