token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB100	0	ah	ah	linguistic	none	_	Begin=0.06	_	_	_	_
0-1	PSB100	0	oh	oh	linguistic	none	_	_	_	_	_	_
0-2	PSB100	0	che	che	linguistic	none	_	_	_	_	_	_
0-3	PSB100	0	ne	ne	linguistic	none	_	_	_	_	_	_
0-4	PSB100	0	so	so	linguistic	none	_	_	_	_	_	_
0-5	PSB100	0	io	io	linguistic	none	_	_	_	_	_	_
0-6	PSB100	0	{P}	{P}	shortpause	none	_	_	_	_	_	_
0-7	PSB100	0	cioè	cioè	linguistic	none	_	End=1.62	_	_	_	_
1-0	PSB099	1	e:hm	ehm	linguistic	none	_	Begin=2.47	0x1	_	_	_
1-1	PSB099	1	{P}	{P}	shortpause	none	_	_	_	_	_	_
1-2	PSB099	1	finisce	finisce	linguistic	none	_	_	_	_	_	_
1-3	PSB099	1	a	a	linguistic	none	_	_	_	_	_	_
1-4	PSB099	1	mezzanotte	mezzanotte	linguistic	none	_	End=5.28	_	_	_	_
2-0	PSB100	2	AH	ah	linguistic	none	Volume=high	Begin=5.28	_	_	_	_
2-1	PSB100	2	okay	okay	linguistic	none	_	_	_	_	_	_
2-2	PSB100	2	allora	allora	linguistic	none	_	_	_	_	_	_
2-3	PSB100	2	davvero	davvero	linguistic	none	_	_	_	_	_	_
2-4	PSB100	2	ci	ci	linguistic	none	_	_	_	_	_	_
2-5	PSB100	2	sta	sta	linguistic	none	_	End=8.0	_	_	_	_
3-0	PSB100	3	ci	ci	linguistic	none	_	Begin=8.3	_	_	_	_
3-1	PSB100	3	sta	sta	linguistic	none	_	End=8.94	_	_	_	_
4-0	PSB100	4	organizzare	organizzare	linguistic	none	_	Begin=9.1	_	_	_	_
4-1	PSB100	4	qualcosa	qualcosa	linguistic	none	_	End=10.3	_	_	_	_
5-0	PSB099	5	più	più	linguistic	none	_	Begin=10.31	_	_	_	_
5-1	PSB099	5	o	o	linguistic	none	_	_	_	_	_	_
5-2	PSB099	5	meno:	meno	linguistic	none	_	_	3x1	_	_	_
5-3	PSB099	5	sai	sai	linguistic	none	_	End=11.75	_	_	_	_
6-0	PSB099	6	discuterò	discuterò	linguistic	none	_	Begin=12.09	_	_	_	_
6-1	PSB099	6	s(e)i	sei	linguistic	none	_	End=12.88	_	_	1-2(0)	_
7-0	PSB100	7	{ride}	{ride}	nonverbalbehavior	none	_	Begin=13.82	_	_	_	_
7-1	PSB100	7	madonna	madonna	linguistic	none	_	End=15.184999999999999	_	_	_	_
8-0	PSB099	8	bello	bello	linguistic	none	_	Begin=15.184999999999999	_	_	_	_
8-1	PSB099	8	{ride}	{ride}	nonverbalbehavior	none	_	End=15.57	_	_	_	_
9-0	PSB100	9	madonna	madonna	linguistic	none	_	Begin=15.78	_	_	_	_
9-1	PSB100	9	{P}	{P}	shortpause	none	_	_	_	_	_	_
9-2	PSB100	9	[bellissimo]	bellissimo	linguistic	none	_	End=17.06	_	_	_	0-10(0)
10-0	PSB099	10	[xx]x	x	unknown	none	_	Begin=16.48	_	_	_	0-2(0)
10-1	PSB099	10	sai	sai	linguistic	none	_	End=17.5	_	_	_	_
11-0	PSB100	11	mamma	mamma	linguistic	none	_	Begin=17.63	_	_	_	_
11-1	PSB100	11	mia	mia	linguistic	none	_	End=18.75	_	_	_	_
12-0	PSB100	12	eh	eh	linguistic	none	_	Begin=19.2	_	_	_	_
12-1	PSB100	12	beh	beh	linguistic	none	_	_	_	_	_	_
12-2	PSB100	12	oh	oh	linguistic	none	_	_	_	_	_	_
12-3	PSB100	12	{P}	{P}	shortpause	none	_	_	_	_	_	_
12-4	PSB100	12	almeno	almeno	linguistic	none	_	_	_	_	_	_
12-5	PSB100	12	(c'	c'	linguistic	none	SpaceAfter=No	_	_	_	0-2(0)	_
12-6	PSB100	12	è	è	linguistic	none	_	_	_	_	0-1(0)	_
12-7	PSB100	12	una	una	linguistic	none	_	_	_	_	0-3(0)	_
12-8	PSB100	12	scusa)	scusa	linguistic	none	_	_	_	_	0-5(0)	_
12-9	PSB100	12	{P}	{P}	shortpause	none	_	_	_	_	_	_
12-10	PSB100	12	non	non	linguistic	none	_	_	_	_	_	_
