token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB091	0	0	scusa	scusa	_	_	_	_	_	linguistic	_	none	_	Begin=0.42	_	_	_	_
0-1	PSB091	0	1	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PSB091	0	2	abbiamo	abbiamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PSB091	0	3	finito	finito	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PSB091	0	4	ora	ora	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PSB091	0	5	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PSB091	0	6	fare	fare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PSB091	0	7	le	le	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PSB091	0	8	unghie	unghie	_	_	_	_	_	linguistic	_	none	_	End=2.443	_	_	_	_
1-0	PSB005	1	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=2.443	_	_	_	_
1-1	PSB005	1	1	bello	bello	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PSB005	1	2	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PSB005	1	3	brave	brave	_	_	_	_	_	linguistic	_	none	_	End=3.67	_	_	_	_
2-0	PSB005	2	0	ciao	ciao	_	_	_	_	_	linguistic	_	none	_	Begin=3.71	_	_	_	_
2-1	PSB005	2	1	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB005	2	2	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB005	2	3	@alessandra	@alessandra	_	_	_	_	_	anonymized	_	none	_	End=5.02	_	_	_	_
3-0	???	3	0	@irina	@irina	_	_	_	_	_	anonymized	_	none	_	Begin=5.11|End=5.47	_	_	_	_
4-0	PSB091	4	0	@irina	@irina	_	_	_	_	_	anonymized	_	none	_	Begin=5.53|End=6.01	_	_	_	_
5-0	PSB005	5	0	ho	ho	_	_	_	_	_	linguistic	_	none	_	Begin=6.05	_	_	_	_
5-1	PSB005	5	1	visto	visto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB005	5	2	le	le	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PSB005	5	3	sue	sue	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PSB005	5	4	foto	foto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PSB005	5	5	su	su	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-6	PSB005	5	6	facebook	facebook	_	_	_	_	_	linguistic	_	none	_	End=7.55	_	_	_	_
6-0	PSB091	6	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=7.63	_	_	_	_
6-1	PSB091	6	1	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	End=8.79	_	_	_	_
7-0	PSB005	7	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=8.2|End=8.52	_	_	_	_
8-0	PSB091	8	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=8.886	_	_	_	_
8-1	PSB091	8	1	capito	capito	_	_	_	_	_	linguistic	_	none	_	End=9.793	_	_	_	_
9-0	PSB005	9	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=10.22	_	_	_	_
9-1	PSB005	9	1	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PSB005	9	2	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-3	PSB005	9	3	poi	poi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-4	PSB005	9	4	vi	vi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-5	PSB005	9	5	assomigliate	assomigliate	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-6	PSB005	9	6	tanti[ssimo]	tantissimo	_	_	_	_	_	linguistic	_	none	_	End=12.74	_	_	_	5-10(1)
10-0	???	10	0	[a:h]	ah	_	_	_	_	_	linguistic	_	none	_	Begin=12.16|End=12.75	0x1	_	_	0-2(1)
11-0	PSB091	11	0	tutti	tutti	_	_	_	_	_	linguistic	_	none	_	Begin=12.76	_	_	_	_
11-1	PSB091	11	1	dicono	dicono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	PSB091	11	2	TUTTI	tutti	_	_	_	_	_	linguistic	_	none	Volume=high	_	_	_	_	_
11-3	PSB091	11	3	DICONO	dicono	_	_	_	_	_	linguistic	_	none	Volume=high	_	_	_	_	_
11-4	PSB091	11	4	[così]	così	_	_	_	_	_	linguistic	_	none	_	End=14.49	_	_	_	0-4(2)
12-0	PSB005	12	0	[ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=14.275	_	_	_	0-2(2)
12-1	PSB005	12	1	vera]mente	veramente	_	_	_	_	_	linguistic	_	none	_	End=15.375	_	_	_	0-4(2)
13-0	PSB005	13	0	tu	tu	_	_	_	_	_	linguistic	_	none	_	Begin=16.01	_	_	_	_
13-1	PSB005	13	1	parli	parli	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	PSB005	13	2	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-3	PSB005	13	3	po'	po'	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-4	PSB005	13	4	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-5	PSB005	13	5	italiano?	italiano	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=17.37	_	_	_	_
14-0	???	14	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=17.56|End=18.0	_	_	_	_
15-0	PSB005	15	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=18.017	_	_	_	_
15-1	PSB005	15	1	okay	okay	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-2	PSB005	15	2	[solo	solo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(3)
15-3	PSB005	15	3	per]	per	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	0-3(3)
15-4	PSB005	15	4	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
15-5	PSB005	15	5	[per]	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(4)
15-6	PSB005	15	6	gentilezza	gentilezza	_	_	_	_	_	linguistic	_	none	_	End=20.321	_	_	_	_
16-0	PSB091	16	0	[sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=18.93	_	_	_	0-2(3)
16-1	PSB091	16	1	sì]	sì	_	_	_	_	_	linguistic	_	none	_	End=19.43	_	_	_	0-2(3)
17-0	PSB091	17	0	[sì]	sì	_	_	_	_	_	linguistic	_	none	_	Begin=19.889|End=20.115	_	_	_	0-2(4)
18-0	PSB091	18	0	è	è	_	_	_	_	_	linguistic	_	none	_	Begin=20.365	_	_	_	_
18-1	PSB091	18	1	timida:	timida	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	5x1	_	_	_
18-2	PSB091	18	2	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
18-3	PSB091	18	3	fa:	fa	_	_	_	_	_	linguistic	_	none	_	_	1x1	_	_	_
18-4	PSB091	18	4	fatica	fatica	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-5	PSB091	18	5	però	però	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-6	PSB091	18	6	parla	parla	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-7	PSB091	18	7	parla	parla	_	_	_	_	_	linguistic	_	none	_	End=23.705	_	_	_	_
19-0	PSB005	19	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=23.705	_	_	_	_
19-1	PSB005	19	1	okay	okay	_	_	_	_	_	linguistic	_	none	_	End=24.569	_	_	_	_
