token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB113	0	stanis	stanis	linguistic	none	_	Begin=3.11	_	_	_	_
0-1	PSB113	0	quanto	quanto	linguistic	none	_	_	_	_	_	_
0-2	PSB113	0	ha	ha	linguistic	none	_	_	_	_	_	_
0-3	PSB113	0	f~	f~	linguistic	none	Interrupted=Yes	_	_	_	_	_
0-4	PSB113	0	interpretato	interpretato	linguistic	none	_	_	_	_	_	_
0-5	PSB113	0	totti?	totti	linguistic	none	Intonation=rising	End=6.58	_	_	_	_
1-0	PSB114	1	°non	non	linguistic	none	Volume=low	Begin=8.71	_	_	_	_
1-1	PSB114	1	l'	l'	linguistic	none	SpaceAfter=No|Volume=low	_	_	_	_	_
1-2	PSB114	1	ha	ha	linguistic	none	Volume=low	_	_	_	_	_
1-3	PSB114	1	fatto°	fatto	linguistic	none	Volume=low	End=9.76	_	_	_	_
2-0	PSB113	2	allora	allora	linguistic	none	_	Begin=12.2	_	_	_	_
2-1	PSB113	2	{P}	{P}	shortpause	none	_	_	_	_	_	_
2-2	PSB113	2	perché	perché	linguistic	none	_	_	_	_	_	_
2-3	PSB113	2	deve	deve	linguistic	none	_	_	_	_	_	_
2-4	PSB113	2	incontrare	incontrare	linguistic	none	_	_	_	_	_	_
2-5	PSB113	2	totti?	totti	linguistic	none	Intonation=rising	End=15.1	_	_	_	_
3-0	PSB114	3	non	non	linguistic	none	_	Begin=20.8	_	_	_	_
3-1	PSB114	3	mi	mi	linguistic	none	_	_	_	_	_	_
3-2	PSB114	3	ricordo	ricordo	linguistic	none	_	End=21.87	_	_	_	_
4-0	PSB113	4	perché	perché	linguistic	none	_	Begin=36.02	_	_	_	_
4-1	PSB113	4	a	a	linguistic	none	_	_	_	_	_	_
4-2	PSB113	4	un	un	linguistic	none	_	_	_	_	_	_
4-3	PSB113	4	certo	certo	linguistic	none	_	_	_	_	_	_
4-4	PSB113	4	punto	punto	linguistic	none	_	_	_	_	_	_
4-5	PSB113	4	ha	ha	linguistic	none	_	_	_	_	_	_
4-6	PSB113	4	detto	detto	linguistic	none	_	_	_	_	_	_
4-7	PSB113	4	no?	no	linguistic	none	Intonation=rising	End=38.31	_	_	_	_
5-0	PSB114	5	mhmh	mhmh	linguistic	none	_	Begin=38.32|End=38.61	_	_	_	_
6-0	PSB113	6	che:	che	linguistic	none	_	Begin=38.62|End=39.57	2x1	_	_	_
7-0	PSB113	7	che	che	linguistic	none	_	Begin=40.08	_	_	_	_
7-1	PSB113	7	parla	parla	linguistic	none	_	_	_	_	_	_
7-2	PSB113	7	del	del	linguistic	none	_	_	_	_	_	_
7-3	PSB113	7	capitano	capitano	linguistic	none	_	_	_	_	_	_
7-4	PSB113	7	capitano	capitano	linguistic	none	_	_	_	_	_	_
7-5	PSB113	7	>ho	ho	linguistic	none	_	_	_	Fast=0-2(0)	_	_
7-6	PSB113	7	detto<	detto	linguistic	none	_	_	_	Fast=0-5(0)	_	_
7-7	PSB113	7	che	che	linguistic	none	_	_	_	_	_	_
