token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB050	0	0	x	x	_	_	_	_	_	unknown	_	none	Syllables=1	Begin=0.0	_	_	_	_
0-1	PSB050	0	1	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PSB050	0	2	poi	poi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PSB050	0	3	lui	lui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PSB050	0	4	va	va	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PSB050	0	5	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PSB050	0	6	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PSB050	0	7	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PSB050	0	8	tranquillo	tranquillo	_	_	_	_	_	linguistic	_	none	_	End=2.387	_	_	_	_
1-0	PSB049	1	0	aiuto	aiuto	_	_	_	_	_	linguistic	_	none	_	Begin=4.51|End=5.18	_	_	_	_
2-0	PSB049	2	0	qua	qua	_	_	_	_	_	linguistic	_	none	_	Begin=6.45	_	_	_	_
2-1	PSB049	2	1	arriva	arriva	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB049	2	2	anche:	anche	_	_	_	_	_	linguistic	_	none	_	_	4x1	_	_	_
2-3	PSB049	2	3	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB049	2	4	più	più	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PSB049	2	5	musica?	musica	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=8.92	_	_	_	_
3-0	PSB050	3	0	EH?	eh	_	_	_	_	_	linguistic	_	none	Intonation=Rising|Volume=high	Begin=9.37|End=9.95	_	_	_	_
4-0	PSB049	4	0	qua	qua	_	_	_	_	_	linguistic	_	none	_	Begin=10.28	_	_	_	_
4-1	PSB049	4	1	an~	an~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
4-2	PSB049	4	2	anche	anche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB049	4	3	arriva	arriva	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PSB049	4	4	musica	musica	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PSB049	4	5	che:	che	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	2x1	_	_	_
4-6	PSB049	4	6	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
4-7	PSB049	4	7	mhmh	mhmh	_	_	_	_	_	linguistic	_	none	_	End=13.24	_	_	_	_
5-0	PSB050	5	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=13.43	_	_	_	_
5-1	PSB050	5	1	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB050	5	2	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PSB050	5	3	secondo	secondo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PSB050	5	4	me	me	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PSB050	5	5	non:	non	_	_	_	_	_	linguistic	_	none	_	End=15.45	2x1	_	_	_
6-0	PSB049	6	0	(°non	non	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=16.093	_	_	0-3(0)	_
6-1	PSB049	6	1	lo	lo	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	0-2(0)	_
6-2	PSB049	6	2	[so°])	so	_	_	_	_	_	linguistic	_	none	Volume=low	End=16.839	_	_	0-2(0)	0-2(0)
7-0	PSB050	7	0	[eh]m:	ehm	_	_	_	_	_	linguistic	_	none	_	Begin=16.593|End=17.212	2x1	_	_	0-2(0)
8-0	PSB049	8	0	e:h	eh	_	_	_	_	_	linguistic	_	none	_	Begin=17.61	0x1	_	_	_
8-1	PSB049	8	1	scu~	scu~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
8-2	PSB049	8	2	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-3	PSB049	8	3	scusa	scusa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-4	PSB049	8	4	pe[r:	per	_	_	_	_	_	linguistic	_	none	_	_	2x1	_	_	2-3(1)
8-5	PSB049	8	5	dis]turbare	disturbare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(1)
8-6	PSB049	8	6	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-7	PSB049	8	7	lui	lui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-8	PSB049	8	8	perché	perché	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
8-9	PSB049	8	9	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
8-10	PSB049	8	10	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-11	PSB049	8	11	dico:	dico	_	_	_	_	_	linguistic	_	none	_	_	3x1	_	_	_
