token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	va	va	_	_	_	_	_	linguistic	_	none	_	Begin=0.69	_	_	_	_
0-1	PSB005	0	1	bene	bene	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PSB005	0	2	okay	okay	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-3	PSB005	0	3	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-4	PSB005	0	4	e::hm	ehm	_	_	_	_	_	linguistic	_	none	_	_	0x2	_	_	_
0-5	PSB005	0	5	dimmi	dimmi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PSB005	0	6	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PSB005	0	7	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PSB005	0	8	hai	hai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-9	PSB005	0	9	studiato	studiato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-10	PSB005	0	10	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-11	PSB005	0	11	marocco	marocco	_	_	_	_	_	linguistic	_	none	_	End=5.026	_	_	_	_
1-0	PSB027	1	0	ho	ho	_	_	_	_	_	linguistic	_	none	_	Begin=5.6	_	_	_	_
1-1	PSB027	1	1	studiato	studiato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PSB027	1	2	fisica	fisica	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PSB027	1	3	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-4	PSB027	1	4	chimica	chimica	_	_	_	_	_	linguistic	_	none	_	End=6.994	_	_	_	_
2-0	PSB027	2	0	alluniversità:	alluniversità	_	_	_	_	_	linguistic	_	none	_	Begin=7.7	12x1	_	_	_
2-1	PSB027	2	1	eh	eh	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB027	2	2	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB027	2	3	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB027	2	4	città	città	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PSB027	2	5	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PSB027	2	6	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PSB027	2	7	chiama	chiama	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
2-8	PSB027	2	8	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
2-9	PSB027	2	9	el	el	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-10	PSB027	2	10	jadida	jadida	_	_	_	_	_	linguistic	_	none	_	End=11.93	_	_	_	_
3-0	PSB005	3	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=12.39	_	_	_	_
3-1	PSB005	3	1	[e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(0)
3-2	PSB005	3	2	d~]	d~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	End=13.276	_	_	_	0-2(0)
4-0	PSB027	4	0	[la	la	_	_	_	_	_	linguistic	_	none	_	Begin=12.803	_	_	_	0-2(0)
4-1	PSB027	4	1	cit]tà	città	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(0)
4-2	PSB027	4	2	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB027	4	3	chiama	chiama	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PSB027	4	4	el	el	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PSB027	4	5	jadida	jadida	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PSB027	4	6	ma:	ma	_	_	_	_	_	linguistic	_	none	_	_	1x1	_	_	_
4-7	PSB027	4	7	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
4-8	PSB027	4	8	università	università	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-9	PSB027	4	9	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-10	PSB027	4	10	chiama	chiama	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-11	PSB027	4	11	chouaib	chouaib	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-12	PSB027	4	12	doukkali	doukkali	_	_	_	_	_	linguistic	_	none	_	End=17.84	_	_	_	_
5-0	PSB005	5	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=18.2	_	_	_	_
5-1	PSB005	5	1	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB005	5	2	[dove	dove	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(1)
5-3	PSB005	5	3	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(1)
5-4	PSB005	5	4	trova]?	trova	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=19.492	_	_	_	0-5(1)
6-0	PSB027	6	0	[°l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No|Volume=low	Begin=18.506	_	_	_	0-2(1)
6-1	PSB027	6	1	università°]	università	_	_	_	_	_	linguistic	_	none	Volume=low	End=19.5	_	_	_	0-10(1)
7-0	PSB027	7	0	el	el	_	_	_	_	_	linguistic	_	none	_	Begin=20.3	_	_	_	_
7-1	PSB027	7	1	jadida	jadida	_	_	_	_	_	linguistic	_	none	_	End=20.975	_	_	_	_
8-0	PSB027	8	0	la	la	_	_	_	_	_	linguistic	_	none	_	Begin=21.3	_	_	_	_
8-1	PSB027	8	1	città	città	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-2	PSB027	8	2	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-3	PSB027	8	3	chiama	chiama	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-4	PSB027	8	4	el	el	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-5	PSB027	8	5	jadida	jadida	_	_	_	_	_	linguistic	_	none	_	End=22.379	_	_	_	_
9-0	PSB005	9	0	nella	nella	_	_	_	_	_	linguistic	_	none	_	Begin=22.4	_	_	_	_
9-1	PSB005	9	1	zona	zona	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PSB005	9	2	del	del	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-3	PSB005	9	3	quale	quale	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-4	PSB005	9	4	>ma-<	ma-	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	Fast=0-3(0)	_	_
9-5	PSB005	9	5	zona	zona	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-6	PSB005	9	6	del	del	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-7	PSB005	9	7	marocco?	marocco	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=24.711	_	_	_	_
10-0	PSB027	10	0	m:h	mh	_	_	_	_	_	linguistic	_	none	_	Begin=24.99	0x1	_	_	_
10-1	PSB027	10	1	marocco	marocco	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PSB027	10	2	diciamo:	diciamo	_	_	_	_	_	linguistic	_	none	_	_	6x1	_	_	_
10-3	PSB027	10	3	più	più	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-4	PSB027	10	4	vicino	vicino	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-5	PSB027	10	5	a~	a~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
10-6	PSB027	10	6	al	al	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-7	PSB027	10	7	mare	mare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-8	PSB027	10	8	proprio	proprio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-9	PSB027	10	9	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-10	PSB027	10	10	città	città	_	_	_	_	_	linguistic	_	none	_	End=29.602	_	_	_	_
11-0	PSB005	11	0	mhmh	mhmh	_	_	_	_	_	linguistic	_	none	_	Begin=29.816|End=30.183	_	_	_	_
12-0	PSB027	12	0	ma:	ma	_	_	_	_	_	linguistic	_	none	_	Begin=30.839	1x1	_	_	_
12-1	PSB027	12	1	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-2	PSB027	12	2	zo~	zo~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
12-3	PSB027	12	3	z~	z~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
12-4	PSB027	12	4	più	più	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-5	PSB027	12	5	vicino	vicino	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-6	PSB027	12	6	perché	perché	_	_	_	_	_	linguistic	_	none	_	End=33.119	_	_	_	_
13-0	PSB027	13	0	tanti	tanti	_	_	_	_	_	linguistic	_	none	_	Begin=34.109	_	_	_	_
13-1	PSB027	13	1	qua	qua	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	PSB027	13	2	diciamo	diciamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-3	PSB027	13	3	italiani	italiani	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-4	PSB027	13	4	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-5	PSB027	13	5	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-6	PSB027	13	6	conoscano	conoscano	_	_	_	_	_	linguistic	_	none	_	End=36.944	_	_	_	_
14-0	PSB005	14	0	infat[ti]	infatti	_	_	_	_	_	linguistic	_	none	_	Begin=36.994|End=37.463	_	_	_	5-7(2)
15-0	PSB027	15	0	[se]	se	_	_	_	_	_	linguistic	_	none	_	Begin=37.18	_	_	_	0-2(2)
15-1	PSB027	15	1	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-2	PSB027	15	2	hanno	hanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-3	PSB027	15	3	visitato	visitato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-4	PSB027	15	4	il	il	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-5	PSB027	15	5	marocco	marocco	_	_	_	_	_	linguistic	_	none	_	End=39.003	_	_	_	_
16-0	PSB027	16	0	però	però	_	_	_	_	_	linguistic	_	none	_	Begin=40.05	_	_	_	_
16-1	PSB027	16	1	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-2	PSB027	16	2	posso	posso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-3	PSB027	16	3	dire	dire	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-4	PSB027	16	4	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-5	PSB027	16	5	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-6	PSB027	16	6	più	più	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-7	PSB027	16	7	vicino	vicino	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-8	PSB027	16	8	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-9	PSB027	16	9	casablanca	casablanca	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-10	PSB027	16	10	di	di	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
16-11	PSB027	16	11	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
16-12	PSB027	16	12	cento	cento	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-13	PSB027	16	13	chilometri	chilometri	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-14	PSB027	16	14	più	più	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-15	PSB027	16	15	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-16	PSB027	16	16	meno	meno	_	_	_	_	_	linguistic	_	none	_	End=45.109	_	_	_	_
17-0	PSB027	17	0	è:	è	_	_	_	_	_	linguistic	_	none	_	Begin=45.91	0x1	_	_	_
17-1	PSB027	17	1	tra	tra	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
17-2	PSB027	17	2	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
17-3	PSB027	17	3	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-4	PSB027	17	4	città	città	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-5	PSB027	17	5	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-6	PSB027	17	6	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-7	PSB027	17	7	chiama	chiama	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
17-8	PSB027	17	8	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
17-9	PSB027	17	9	asafi	asafi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-10	PSB027	17	10	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-11	PSB027	17	11	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-12	PSB027	17	12	città	città	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-13	PSB027	17	13	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-14	PSB027	17	14	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-15	PSB027	17	15	chiama	chiama	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-16	PSB027	17	16	casablanca	casablanca	_	_	_	_	_	linguistic	_	none	_	End=50.856	_	_	_	_
