token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	okay.	okay	_	_	_	_	_	linguistic	_	none	Intonation=Falling	Begin=1.077|End=1.355	_	_	_	_
1-0	PSB005	1	0	perfetto.	perfetto	_	_	_	_	_	linguistic	_	none	Intonation=Falling	Begin=2.327|End=2.805	_	_	_	_
2-0	PSB005	2	0	perfetto.	perfetto	_	_	_	_	_	linguistic	_	none	Intonation=Falling	Begin=3.083|End=3.749	_	_	_	_
3-0	PSB005	3	0	perfetto	perfetto	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=4.072	_	_	_	_
3-1	PSB005	3	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
3-2	PSB005	3	2	allora.	allora	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=5.083	_	_	_	_
4-0	PSB005	4	0	°questo°	questo	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=5.912	_	_	_	_
4-1	PSB005	4	1	fa	fa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PSB005	4	2	abbastanza	abbastanza	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB005	4	3	rumore,	rumore	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
4-4	PSB005	4	4	okay	okay	_	_	_	_	_	linguistic	_	none	_	End=7.913	_	_	_	_
5-0	PSB005	5	0	ehm::	ehm	_	_	_	_	_	linguistic	_	none	_	Begin=8.506|End=9.353	2x2	_	_	_
6-0	PSB005	6	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=9.612	_	_	_	_
6-1	PSB005	6	1	tu,	tu	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
6-2	PSB005	6	2	abiti	abiti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
