token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB149	0	0	inizio	inizio	_	_	_	_	_	linguistic	_	none	_	Begin=5.89	_	_	_	_
0-1	PSB149	0	1	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PSB149	0	2	registrare	registrare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PSB149	0	3	così	così	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PSB149	0	4	poi	poi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PSB149	0	5	ci	ci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PSB149	0	6	scordiamo:	scordiamo	_	_	_	_	_	linguistic	_	none	_	End=8.2	8x1	_	_	_
1-0	PSB150	1	0	mh	mh	_	_	_	_	_	linguistic	_	none	_	Begin=8.98|End=9.4	_	_	_	_
2-0	PSB149	2	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=9.67	_	_	_	_
2-1	PSB149	2	1	c'	c'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
2-2	PSB149	2	2	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB149	2	3	il	il	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB149	2	4	microfono	microfono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PSB149	2	5	acceso	acceso	_	_	_	_	_	linguistic	_	none	_	End=11.11	_	_	_	_
3-0	PSB150	3	0	mh	mh	_	_	_	_	_	linguistic	_	none	_	Begin=11.13|End=11.68	_	_	_	_
4-0	PSB149	4	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=11.16|End=11.67	_	_	_	_
5-0	PSB150	5	0	parolacce	parolacce	_	_	_	_	_	linguistic	_	none	_	Begin=14.41	_	_	_	_
5-1	PSB150	5	1	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB150	5	2	dicono?	dicono	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=15.7	_	_	_	_
6-0	PSB149	6	0	((mastica))	((mastica))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=17.19	_	_	_	_
6-1	PSB149	6	1	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PSB149	6	2	può	può	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PSB149	6	3	dire	dire	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PSB149	6	4	tutto	tutto	_	_	_	_	_	linguistic	_	none	_	End=18.39	_	_	_	_
7-0	PSB149	7	0	ieri	ieri	_	_	_	_	_	linguistic	_	none	_	Begin=22.24	_	_	_	_
7-1	PSB149	7	1	ero	ero	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PSB149	7	2	ehm:	ehm	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	2x1	_	_	_
7-3	PSB149	7	3	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
7-4	PSB149	7	4	andato	andato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-5	PSB149	7	5	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-6	PSB149	7	6	piedi	piedi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
