token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB093	0	0	0	mh	mh	_	_	_	_	_	linguistic	_	none	_	Begin=0.88|End=1.22	_	_	_	_
1-0	PSB093	1	1	0	però	però	_	_	_	_	_	linguistic	_	none	_	Begin=1.28|End=1.687	_	_	_	_
2-0	PSB093	2	2	0	cambian[do	cambiando	_	_	_	_	_	linguistic	_	none	_	Begin=2.414	_	_	_	7-9(0)
2-1	PSB093	2	2	1	tu~]	tu~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	End=3.586	_	_	_	0-3(0)
3-0	PSB094	3	3	0	[cambio	cambio	_	_	_	_	_	linguistic	_	some	_	Begin=3.08	_	_	_	0-6(0)
3-1	PSB094	3	3	1	a]teco	ateco	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	0-1(0)
3-2	PSB094	3	3	2	in	in	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
3-3	PSB094	3	3	3	(#rules)	rules	_	_	_	_	_	linguistic	_	some	Language=NO_ISO_CODE|Variation=Token	End=4.818	_	_	0-6(0)	_
4-0	PSB093	4	4	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=4.86|End=5.06	_	_	_	_
5-0	PSB094	5	5	0	oka[y]	okay	_	_	_	_	_	linguistic	_	none	_	Begin=5.12|End=5.497	_	_	_	3-4(1)
6-0	PSB093	6	6	0	[poi]	poi	_	_	_	_	_	linguistic	_	none	_	Begin=5.33	_	_	_	0-3(1)
6-1	PSB093	6	6	1	scrivi	scrivi	_	_	_	_	_	linguistic	_	none	_	End=6.374	_	_	_	_
7-0	PSB093	7	7	0	no	no	_	_	_	_	_	linguistic	_	none	_	Begin=6.586	_	_	_	_
7-1	PSB093	7	7	1	scrivi	scrivi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PSB093	7	7	2	il	il	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-3	PSB093	7	7	3	numero,	numero	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=7.818	_	_	_	_
8-0	PSB093	8	8	0	tra	tra	_	_	_	_	_	linguistic	_	some	_	Begin=8.25	_	_	_	_
8-1	PSB093	8	8	1	parentesi	parentesi	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
8-2	PSB093	8	8	2	scrivi	scrivi	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
8-3	PSB093	8	8	3	il	il	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
8-4	PSB093	8	8	4	[numero]	numero	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	0-6(2)
8-5	PSB093	8	8	5	di	di	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
8-6	PSB093	8	8	6	[(#rules)]	rules	_	_	_	_	_	linguistic	_	some	Language=NO_ISO_CODE|Variation=Token	End=10.606	_	_	0-6(0)	0-6(3)
9-0	PSB094	9	9	0	[okay]	okay	_	_	_	_	_	linguistic	_	none	_	Begin=9.616|End=10.0	_	_	_	0-4(2)
10-0	PSB094	10	10	0	[tipo]	tipo	_	_	_	_	_	linguistic	_	none	_	Begin=10.19	_	_	_	0-4(3)
10-1	PSB094	10	10	1	struttura	struttura	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PSB094	10	10	2	pubblica	pubblica	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-3	PSB094	10	10	3	privata	privata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-4	PSB094	10	10	4	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-5	PSB094	10	10	5	mista?	mista	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=12.394	_	_	_	_
11-0	PSB093	11	11	0	a~	a~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	Begin=12.7	_	_	_	_
11-1	PSB093	11	11	1	associazione	associazione	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	PSB093	11	11	2	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-3	PSB093	11	11	3	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-4	PSB093	11	11	4	vu	vu	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-5	PSB093	11	11	5	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-6	PSB093	11	11	6	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-7	PSB093	11	11	7	questo	questo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-8	PSB093	11	11	8	privato	privato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-9	PSB093	11	11	9	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-10	PSB093	11	11	10	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-11	PSB093	11	11	11	neanche	neanche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-12	PSB093	11	11	12	[xx]	xx	_	_	_	_	_	unknown	_	none	Syllables=2	End=17.153	_	_	_	0-2(4)
12-0	PSB094	12	12	0	[io]	io	_	_	_	_	_	linguistic	_	none	_	Begin=16.798	_	_	_	0-2(4)
12-1	PSB094	12	12	1	già	già	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-2	PSB094	12	12	2	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
12-3	PSB094	12	12	3	avevo	avevo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-4	PSB094	12	12	4	messo	messo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-5	PSB094	12	12	5	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-6	PSB094	12	12	6	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-7	PSB094	12	12	7	vi	vi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-8	PSB094	12	12	8	eh	eh	_	_	_	_	_	linguistic	_	none	_	End=18.182	_	_	_	_
13-0	PSB093	13	13	0	eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=18.202	_	_	_	_
13-1	PSB093	13	13	1	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	PSB093	13	13	2	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-3	PSB093	13	13	3	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
13-4	PSB093	13	13	4	associazione	associazione	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-5	PSB093	13	13	5	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-6	PSB093	13	13	6	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-7	PSB093	13	13	7	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-8	PSB093	13	13	8	vu	vu	_	_	_	_	_	linguistic	_	none	_	End=20.75	_	_	_	_
14-0	PSB093	14	14	0	non	non	_	_	_	_	_	linguistic	_	none	_	Begin=21.08	_	_	_	_
14-1	PSB093	14	14	1	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
14-2	PSB093	14	14	2	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
14-3	PSB093	14	14	3	ente	ente	_	_	_	_	_	linguistic	_	none	_	End=22.54	_	_	_	_
15-0	PSB005	15	15	0	quindi	quindi	_	_	_	_	_	linguistic	_	none	_	Begin=23.202|End=23.573	_	_	_	_
16-0	PSB005	16	16	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=23.828	_	_	_	_
16-1	PSB005	16	16	1	i	i	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-2	PSB005	16	16	2	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-3	PSB005	16	16	3	i	i	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-4	PSB005	16	16	4	giovani	giovani	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-5	PSB005	16	16	5	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-6	PSB005	16	16	6	hanno	hanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-7	PSB005	16	16	7	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-8	PSB005	16	16	8	momento	momento	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
16-9	PSB005	16	16	9	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
16-10	PSB005	16	16	10	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-11	PSB005	16	16	11	ascolto	ascolto	_	_	_	_	_	linguistic	_	none	_	End=27.606	_	_	_	_
17-0	PSB093	17	17	0	mh[mh]	mhmh	_	_	_	_	_	linguistic	_	none	_	Begin=27.606|End=28.212	_	_	_	2-4(5)
18-0	PSB005	18	18	0	[ed	ed	_	_	_	_	_	linguistic	_	none	_	Begin=27.97	_	_	_	0-2(5)
18-1	PSB005	18	18	1	è]	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(5)
18-2	PSB005	18	18	2	importante	importante	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-3	PSB005	18	18	3	trovare	trovare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-4	PSB005	18	18	4	uno	uno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-5	PSB005	18	18	5	spazio	spazio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-6	PSB005	18	18	6	dove	dove	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
