token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB094	0	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=1.17|End=1.38	_	_	_	_
1-0	PSB093	1	0	vorrei	vorrei	_	_	_	_	_	linguistic	_	none	_	Begin=1.67	_	_	_	_
1-1	PSB093	1	1	chiedere	chiedere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PSB093	1	2	questo	questo	_	_	_	_	_	linguistic	_	none	_	End=2.84	_	_	_	_
2-0	PSB094	2	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=3.01|End=3.32	_	_	_	_
3-0	PSB093	3	0	come::,	come	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=3.48	3x2	_	_	_
3-1	PSB093	3	1	eh,	eh	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
3-2	PSB093	3	2	noi	noi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PSB093	3	3	facciamo:,	facciamo	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	7x1	_	_	_
3-4	PSB093	3	4	volontariato,	volontariato	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
3-5	PSB093	3	5	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PSB093	3	6	solo:	solo	_	_	_	_	_	linguistic	_	none	_	_	3x1	_	_	_
3-7	PSB093	3	7	eh,	eh	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
3-8	PSB093	3	8	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-9	PSB093	3	9	anche	anche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-10	PSB093	3	10	all'	all'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
3-11	PSB093	3	11	estero:	estero	_	_	_	_	_	linguistic	_	none	_	End=9.5	5x1	_	_	_
4-0	PSB094	4	0	mhmh	mhmh	_	_	_	_	_	linguistic	_	none	_	Begin=9.66|End=10.19	_	_	_	_
5-0	PSB093	5	0	e::	e	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=10.23	0x2	_	_	_
5-1	PSB093	5	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
5-2	PSB093	5	2	questa	questa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PSB093	5	3	volta	volta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PSB093	5	4	vorrei	vorrei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PSB093	5	5	proprio	proprio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-6	PSB093	5	6	invitare	invitare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-7	PSB093	5	7	le	le	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-8	PSB093	5	8	persone	persone	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-9	PSB093	5	9	dall'	dall'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
5-10	PSB093	5	10	estero	estero	_	_	_	_	_	linguistic	_	none	_	End=15.278	_	_	_	_
6-0	PSB094	6	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=15.42|End=15.83	_	_	_	_
7-0	PSB093	7	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=15.833	_	_	_	_
7-1	PSB093	7	1	farebbe	farebbe	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PSB093	7	2	esperienza	esperienza	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-3	PSB093	7	3	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-4	PSB093	7	4	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-5	PSB093	7	5	italia	italia	_	_	_	_	_	linguistic	_	none	_	End=17.9	_	_	_	_
8-0	PSB093	8	0	come	come	_	_	_	_	_	linguistic	_	none	_	Begin=18.62	_	_	_	_
8-1	PSB093	8	1	prossima	prossima	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-2	PSB093	8	2	settimana,	settimana	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
8-3	PSB093	8	3	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-4	PSB093	8	4	dei	dei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-5	PSB093	8	5	>prossime	prossime	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-8(0)	_	_
8-6	PSB093	8	6	settimana<,	settimana	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	Fast=0-9(0)	_	_
8-7	PSB093	8	7	dovrei	dovrei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-8	PSB093	8	8	andare	andare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-9	PSB093	8	9	john	john	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-10	PSB093	8	10	hopkins	hopkins	_	_	_	_	_	linguistic	_	none	_	End=23.82	_	_	_	_
9-0	PSB094	9	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=23.89|End=24.32	_	_	_	_
10-0	PSB093	10	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=25.37|End=25.824	_	_	_	_
11-0	PSB093	11	0	(vu)	vu	_	_	_	_	_	linguistic	_	none	_	Begin=27.01	_	_	0-2(0)	_
11-1	PSB093	11	1	tu::	tu	_	_	_	_	_	linguistic	_	none	_	_	1x2	_	_	_
11-2	PSB093	11	2	conosci	conosci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-3	PSB093	11	3	qualcuno	qualcuno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-4	PSB093	11	4	del	del	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-5	PSB093	11	5	john	john	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-6	PSB093	11	6	hopk[i:ns?	hopkins	_	_	_	_	_	linguistic	_	none	Intonation=Rising	_	4x1	_	_	4-7(0)
11-7	PSB093	11	7	hai	hai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(0)
11-8	PSB093	11	8	qualche::]?	qualche	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=31.867	6x2	_	_	0-7(0)
12-0	PSB094	12	0	[no	no	_	_	_	_	_	linguistic	_	none	_	Begin=30.39	_	_	_	_
12-1	PSB094	12	1	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-2	PSB094	12	2	conosco	conosco	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-3	PSB094	12	3	[nessu]n]o	nessuno	_	_	_	_	_	linguistic	_	none	_	End=32.31	_	_	_	_
13-0	PSB005	13	0	[io	io	_	_	_	_	_	linguistic	_	none	_	Begin=31.92	_	_	_	0-2(1)
13-1	PSB005	13	1	sì]	sì	_	_	_	_	_	linguistic	_	none	_	End=32.305	_	_	_	0-2(1)
14-0	PSB093	14	0	tu:	tu	_	_	_	_	_	linguistic	_	none	_	Begin=32.63	1x1	_	_	_
14-1	PSB093	14	1	sì:	sì	_	_	_	_	_	linguistic	_	none	_	End=33.25	1x1	_	_	_
15-0	PSB094	15	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=32.995|End=33.945	_	_	_	_
16-0	PSB005	16	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=33.7|End=33.94	_	_	_	_
17-0	PSB093	17	0	o[kay]	okay	_	_	_	_	_	linguistic	_	none	_	Begin=33.93|End=34.52	_	_	_	1-4(3)
18-0	PSB005	18	0	[una	una	_	_	_	_	_	linguistic	_	none	_	Begin=34.09	_	_	_	0-3(3)
18-1	PSB005	18	1	ra]gazza	ragazza	_	_	_	_	_	linguistic	_	none	_	End=34.9	_	_	_	0-2(3)
19-0	PSB093	19	0	una	una	_	_	_	_	_	linguistic	_	none	_	Begin=35.33	_	_	_	_
19-1	PSB093	19	1	ragazza:	ragazza	_	_	_	_	_	linguistic	_	none	_	End=36.213	6x1	_	_	_
20-0	PSB005	20	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=36.28	_	_	_	_
20-1	PSB005	20	1	fa:	fa	_	_	_	_	_	linguistic	_	none	_	_	1x1	_	_	_
20-2	PSB005	20	2	m::h	mh	_	_	_	_	_	linguistic	_	none	_	End=37.39	0x2	_	_	_
21-0	PSB005	21	0	non	non	_	_	_	_	_	linguistic	_	none	_	Begin=37.86	_	_	_	_
21-1	PSB005	21	1	fa	fa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
21-2	PSB005	21	2	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
21-3	PSB005	21	3	docente	docente	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
21-4	PSB005	21	4	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
21-5	PSB005	21	5	fa	fa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
21-6	PSB005	21	6	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
21-7	PSB005	21	7	tutor	tutor	_	_	_	_	_	linguistic	_	none	_	End=40.5	_	_	_	_
22-0	PSB093	22	0	[esat~]	esat~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	Begin=40.74|End=41.139	_	_	_	0-5(4)
23-0	PSB005	23	0	[degli]	degli	_	_	_	_	_	linguistic	_	none	_	Begin=40.74	_	_	_	0-5(4)
23-1	PSB005	23	1	studenti	studenti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
