token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB162	0	0	hādī	hādī	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	Begin=1.08|End=1.58	_	_	_	_
2-0	PSB161	2	0	ah	ah	_	_	_	_	_	linguistic	_	none	_	Begin=1.78|End=2.195	_	_	_	_
3-0	PSB162	3	0	#kanet	kanet	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	Begin=2.2	_	_	_	_
3-1	PSB162	3	1	segreteria	segreteria	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
3-2	PSB162	3	2	#shi	shi	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
3-3	PSB162	3	3	#haja	haja	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
3-4	PSB162	3	4	auto[mat~]	automat~	_	_	_	_	_	linguistic	_	yes	Interrupted=Yes	End=4.88	_	_	_	4-8(0)
5-0	PSB161	5	0	[auto]matica	automatica	_	_	_	_	_	linguistic	_	none	_	Begin=4.61	_	_	_	0-4(0)
5-1	PSB161	5	1	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB161	5	2	sì	sì	_	_	_	_	_	linguistic	_	none	_	End=5.72	_	_	_	_
6-0	PSB162	6	0	cioè:	cioè	_	_	_	_	_	linguistic	_	none	_	Begin=5.72	3x1	_	_	_
6-1	PSB162	6	1	ba~	ba~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
6-2	PSB162	6	2	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PSB162	6	3	parla	parla	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PSB162	6	4	del	del	_	_	_	_	_	linguistic	_	none	_	End=7.4	_	_	_	_
7-0	PSB161	7	0	énergie	énergie	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	Begin=8.36	_	_	_	_
7-1	PSB161	7	1	énergie	énergie	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	End=9.614	_	_	_	_
8-0	PSB162	8	0	guarda	guarda	_	_	_	_	_	linguistic	_	yes	_	Begin=9.614	_	_	_	_
8-1	PSB162	8	1	#ana	ana	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
8-2	PSB162	8	2	#ma	ma	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
8-3	PSB162	8	3	#3andi	3andi	_	_	_	_	_	warning	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
8-4	PSB162	8	4	#ta	ta	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
8-5	PSB162	8	5	debito	debito	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
8-6	PSB162	8	6	di	di	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
8-7	PSB162	8	7	#énergie	énergie	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
8-8	PSB162	8	8	#xx	xx	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	End=13.02	_	_	_	_
10-0	PSB161	10	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=13.25|End=14.54	_	_	_	_
11-0	PSB161	11	0	no	no	_	_	_	_	_	linguistic	_	none	_	Begin=15.74	_	_	_	_
11-1	PSB161	11	1	son	son	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	PSB161	11	2	le	le	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-3	PSB161	11	3	chiamate	chiamate	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-4	PSB161	11	4	automatiche	automatiche	_	_	_	_	_	linguistic	_	none	_	End=17.15	_	_	_	_
12-0	PSB162	12	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=20.68	_	_	_	_
12-1	PSB162	12	1	allora?	allora	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=21.21	_	_	_	_
13-0	PSB161	13	0	t'	t'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	Begin=21.74	_	_	_	_
13-1	PSB161	13	1	appost(o)	apposto	_	_	_	_	_	linguistic	_	none	_	_	_	_	5-7(0)	_
13-2	PSB161	13	2	tutt'	tutt'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
13-3	PSB161	13	3	apposto	apposto	_	_	_	_	_	linguistic	_	none	_	End=23.46	_	_	_	_
14-0	PSB161	14	0	te?	te	_	_	_	_	_	linguistic	_	none	Intonation=Rising	Begin=24.0|End=24.41	_	_	_	_
15-0	PSB161	15	0	[ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=30.99	_	_	_	0-2(1)
15-1	PSB161	15	1	fai]	fai	_	_	_	_	_	linguistic	_	none	_	End=31.51	_	_	_	0-3(1)
16-0	PSB162	16	0	[ghadda]	ghadda	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	Begin=30.99	_	_	_	_
16-1	PSB162	16	1	(.)	(.)	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
16-2	PSB162	16	2	[ghadda]	ghadda	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
16-3	PSB162	16	3	ghādi	ghādi	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
16-4	PSB162	16	4	n-sawb	n-sawb	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
16-5	PSB162	16	5	lī-k	lī-k	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
16-6	PSB162	16	6	[xx⟨?⟩]	xx⟨?⟩	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	End=33.04	_	_	_	_
18-0	PSB161	18	0	[fai]	fai	_	_	_	_	_	linguistic	_	none	_	Begin=31.656|End=32.097	_	_	_	0-3(2)
19-0	PSB161	19	0	[eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=32.74	_	_	_	0-2(3)
19-1	PSB161	19	1	ve]di	vedi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(3)
19-2	PSB161	19	2	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-3	PSB161	19	3	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-4	PSB161	19	4	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-5	PSB161	19	5	[rotto]	rotto	_	_	_	_	_	linguistic	_	none	_	End=34.29	_	_	_	0-5(4)
20-0	PSB162	20	0	[#an	an	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	Begin=33.46	_	_	_	0-3(4)
20-1	PSB162	20	1	#sawb]	sawb	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	0-5(4)
20-2	PSB162	20	2	#lī-k	lī-k	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
20-3	PSB162	20	3	sì	sì	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
20-4	PSB162	20	4	sì	sì	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
20-5	PSB162	20	5	#an	an	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
20-6	PSB162	20	6	[#sawb	sawb	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	0-5(5)
20-7	PSB162	20	7	#lī-k]	lī-k	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	End=35.58	_	_	_	0-5(5)
22-0	PSB161	22	0	[non	non	_	_	_	_	_	linguistic	_	none	_	Begin=34.58	_	_	_	0-3(5)
22-1	PSB161	22	1	va	va	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(5)
22-2	PSB161	22	2	giù]	giù	_	_	_	_	_	linguistic	_	none	_	End=35.53	_	_	_	0-3(5)
23-0	PSB162	23	0	devi	devi	_	_	_	_	_	linguistic	_	none	_	Begin=35.78	_	_	_	_
23-1	PSB162	23	1	andare	andare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-2	PSB162	23	2	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-3	PSB162	23	3	xxx	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	_	_	_	_	_
23-4	PSB162	23	4	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-5	PSB162	23	5	questi	questi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-6	PSB162	23	6	qua	qua	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-7	PSB162	23	7	son	son	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-8	PSB162	23	8	delicati	delicati	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-9	PSB162	23	9	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	End=38.9	_	_	_	_
24-0	PSB162	24	0	poco	poco	_	_	_	_	_	linguistic	_	none	_	Begin=39.27	_	_	_	_
24-1	PSB162	24	1	[x]	x	_	_	_	_	_	unknown	_	none	Syllables=1	End=40.05	_	_	_	0-1(6)
25-0	PSB161	25	0	[eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=39.5	_	_	_	0-2(6)
25-1	PSB161	25	1	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(6)
25-2	PSB161	25	2	no]	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(6)
25-3	PSB161	25	3	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
25-4	PSB161	25	4	sai	sai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
25-5	PSB161	25	5	[che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(7)
25-6	PSB161	25	6	secondo]	secondo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-7(7)
25-7	PSB161	25	7	aspe~	aspe~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
25-8	PSB161	25	8	aspe~	aspe~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
