token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	però	però	linguistic	none	_	Begin=1.16	_	_	_	_
0-1	PSB005	0	forse	forse	linguistic	none	_	_	_	_	_	_
0-2	PSB005	0	tu	tu	linguistic	none	_	_	_	_	_	_
0-3	PSB005	0	sei	sei	linguistic	none	_	_	_	_	_	_
0-4	PSB005	0	{P}	{P}	shortpause	none	_	_	_	_	_	_
0-5	PSB005	0	sei	sei	linguistic	none	_	_	_	_	_	_
0-6	PSB005	0	nata	nata	linguistic	none	_	_	_	_	_	_
0-7	PSB005	0	qui	qui	linguistic	none	_	End=3.16	_	_	_	_
1-0	PSB046	1	mh	mh	linguistic	none	_	Begin=3.44	_	_	_	_
1-1	PSB046	1	no	no	linguistic	none	_	_	_	_	_	_
1-2	PSB046	1	no	no	linguistic	none	_	_	_	_	_	_
1-3	PSB046	1	no	no	linguistic	none	_	_	_	_	_	_
1-4	PSB046	1	sono	sono	linguistic	none	_	_	_	_	_	_
1-5	PSB046	1	nata	nata	linguistic	none	_	_	_	_	_	_
1-6	PSB046	1	in	in	linguistic	none	_	_	_	_	_	_
1-7	PSB046	1	ci[na]?	cina	linguistic	none	Intonation=rising	End=5.91	_	_	_	2-4(0)
2-0	PSB005	2	[ok]ay	okay	linguistic	none	_	Begin=5.78|End=6.21	_	_	_	0-2(0)
3-0	PSB046	3	e:hm	ehm	linguistic	none	_	Begin=6.75|End=7.591	0x1	_	_	_
4-0	PSB046	4	vivo:	vivo	linguistic	none	_	Begin=9.07	3x1	_	_	_
4-1	PSB046	4	bologna	bologna	linguistic	none	_	_	_	_	_	_
4-2	PSB046	4	penso::	penso	linguistic	none	_	End=12.26	4x2	_	_	_
5-0	PSB046	5	m::h	mh	linguistic	none	_	Begin=13.1	0x2	_	_	_
5-1	PSB046	5	nei	nei	linguistic	none	_	_	_	_	_	_
5-2	PSB046	5	duemiladiciot~	duemiladiciot~	linguistic	none	Interrupted=Yes	_	_	_	_	_
5-3	PSB046	5	diciannove	diciannove	linguistic	none	_	End=16.7	_	_	_	_
6-0	PSB005	6	ah	ah	linguistic	none	_	Begin=17.68	_	_	_	_
6-1	PSB005	6	ma	ma	linguistic	none	_	_	_	_	_	_
6-2	PSB005	6	non	non	linguistic	none	_	_	_	_	_	_
6-3	PSB005	6	{P}	{P}	shortpause	none	_	_	_	_	_	_
6-4	PSB005	6	pe~	pe~	linguistic	none	Interrupted=Yes	_	_	_	_	_
6-5	PSB005	6	però	però	linguistic	none	_	_	_	_	_	_
6-6	PSB005	6	vivevi	vivevi	linguistic	none	_	_	_	_	_	_
6-7	PSB005	6	già	già	linguistic	none	_	_	_	_	_	_
6-8	PSB005	6	in	in	linguistic	none	_	_	_	_	_	_
6-9	PSB005	6	italia.	italia	linguistic	none	Intonation=falling	_	_	_	_	_
6-10	PSB005	6	°prima°	prima	linguistic	none	Volume=low	End=20.473	_	_	_	_
7-0	PSB046	7	no	no	linguistic	none	_	Begin=20.551	_	_	_	_
7-1	PSB046	7	no	no	linguistic	none	_	_	_	_	_	_
7-2	PSB046	7	vivevo	vivevo	linguistic	none	_	_	_	_	_	_
