token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB109	0	allora	allora	linguistic	none	_	Begin=0.992	_	_	_	_
0-1	PSB109	0	cosa	cosa	linguistic	none	_	_	_	_	_	_
0-2	PSB109	0	vogliamo	vogliamo	linguistic	none	_	_	_	_	_	_
0-3	PSB109	0	fare	fare	linguistic	none	_	_	_	_	_	_
0-4	PSB109	0	domani	domani	linguistic	none	_	_	_	_	_	_
0-5	PSB109	0	parliamo	parliamo	linguistic	none	_	End=2.96	_	_	_	_
1-0	PSB109	1	visto	visto	linguistic	none	_	Begin=8.75	_	_	_	_
1-1	PSB109	1	che	che	linguistic	none	_	_	_	_	_	_
1-2	PSB109	1	è	è	linguistic	none	_	_	_	_	_	_
1-3	PSB109	1	sabato	sabato	linguistic	none	_	_	_	_	_	_
1-4	PSB109	1	{P}	{P}	shortpause	none	_	_	_	_	_	_
1-5	PSB109	1	°adesso°	adesso	linguistic	none	Volume=low	_	_	_	_	_
1-6	PSB109	1	{P}	{P}	shortpause	none	_	_	_	_	_	_
1-7	PSB109	1	m:h	mh	linguistic	none	_	_	0x1	_	_	_
1-8	PSB109	1	non	non	linguistic	none	_	_	_	_	_	_
1-9	PSB109	1	è	è	linguistic	none	_	_	_	_	_	_
1-10	PSB109	1	che	che	linguistic	none	_	_	_	_	_	_
1-11	PSB109	1	voglia:	voglia	linguistic	none	_	_	5x1	_	_	_
1-12	PSB109	1	non:	non	linguistic	none	_	_	2x1	_	_	_
1-13	PSB109	1	è	è	linguistic	none	_	_	_	_	_	_
1-14	PSB109	1	che	che	linguistic	none	_	_	_	_	_	_
1-15	PSB109	1	voglia	voglia	linguistic	none	_	_	_	_	_	_
1-16	PSB109	1	farli	farli	linguistic	none	_	_	_	_	_	_
1-17	PSB109	1	lavorare	lavorare	linguistic	none	_	_	_	_	_	_
1-18	PSB109	1	però	però	linguistic	none	_	_	_	_	_	_
1-19	PSB109	1	se	se	linguistic	none	_	_	_	_	_	_
1-20	PSB109	1	se	se	linguistic	none	_	_	_	_	_	_
1-21	PSB109	1	{P}	{P}	shortpause	none	_	_	_	_	_	_
1-22	PSB109	1	sabato	sabato	linguistic	none	_	_	_	_	_	_
1-23	PSB109	1	parliamo	parliamo	linguistic	none	_	_	_	_	_	_
1-24	PSB109	1	di	di	linguistic	none	_	_	_	_	_	_
1-25	PSB109	1	pranzo?	pranzo	linguistic	none	Intonation=rising	End=17.89	_	_	_	_
2-0	PSB110	2	no:	no	linguistic	none	_	Begin=19.026	1x1	_	_	_
2-1	PSB110	2	a	a	linguistic	none	_	_	_	_	_	_
2-2	PSB110	2	cena	cena	linguistic	none	_	End=20.1	_	_	_	_
3-0	PSB109	3	a	a	linguistic	none	_	Begin=20.1	_	_	_	_
3-1	PSB109	3	cena	cena	linguistic	none	_	_	_	_	_	_
3-2	PSB109	3	{P}	{P}	shortpause	none	_	_	_	_	_	_
3-3	PSB109	3	ah	ah	linguistic	none	_	_	_	_	_	_
3-4	PSB109	3	sì	sì	linguistic	none	_	_	_	_	_	_
3-5	PSB109	3	giusto	giusto	linguistic	none	_	_	_	_	_	_
3-6	PSB109	3	a	a	linguistic	none	_	_	_	_	_	_
3-7	PSB109	3	cena	cena	linguistic	none	_	End=22.3	_	_	_	_
4-0	PSB110	4	aspetta	aspetta	linguistic	none	_	Begin=22.32	_	_	_	_
4-1	PSB110	4	ch[e	che	linguistic	none	_	_	_	_	_	2-3(0)
4-2	PSB110	4	gli	gli	linguistic	none	_	_	_	_	_	0-3(0)
4-3	PSB110	4	scrivo	scrivo	linguistic	none	_	_	_	_	_	0-6(0)
4-4	PSB110	4	dai]	dai	linguistic	none	_	End=23.66	_	_	_	0-3(0)
5-0	PSB109	5	[se	se	linguistic	none	_	Begin=22.86	_	_	_	0-2(0)
5-1	PSB109	5	s~]	s~	linguistic	none	Interrupted=Yes	_	_	_	_	0-2(0)
5-2	PSB109	5	[se	se	linguistic	none	_	_	_	_	_	0-2(1)
5-3	PSB109	5	andiamo	andiamo	linguistic	none	_	_	_	_	_	0-7(1)
5-4	PSB109	5	da	da	linguistic	none	_	_	_	_	_	0-2(1)
5-5	PSB109	5	loro	loro	linguistic	none	_	_	_	_	_	0-4(1)
