token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB156	0	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=0.79|End=1.26	_	_	_	_
1-0	PSB141	1	0	°no:	no	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=2.07	1x1	_	_	_
1-1	PSB141	1	1	non	non	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
1-2	PSB141	1	2	[piove	piove	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-5(0)
1-3	PSB141	1	3	adesso	adesso	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-6(0)
1-4	PSB141	1	4	dai]°	dai	_	_	_	_	_	linguistic	_	none	Volume=low	End=3.57	_	_	_	0-3(0)
2-0	PSB156	2	0	[chissà	chissà	_	_	_	_	_	linguistic	_	none	_	Begin=2.515	_	_	_	0-6(0)
2-1	PSB156	2	1	se	se	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
2-2	PSB156	2	2	si]	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
2-3	PSB156	2	3	sentirà	sentirà	_	_	_	_	_	linguistic	_	none	_	End=3.57	_	_	_	_
3-0	PSB156	3	0	no:	no	_	_	_	_	_	linguistic	_	none	_	Begin=3.9	1x1	_	_	_
3-1	PSB156	3	1	dai	dai	_	_	_	_	_	linguistic	_	none	_	End=4.63	_	_	_	_
4-0	PSB156	4	0	oh	oh	_	_	_	_	_	linguistic	_	none	_	Begin=5.0	_	_	_	_
4-1	PSB156	4	1	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PSB156	4	2	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB156	4	3	arrivata	arrivata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PSB156	4	4	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PSB156	4	5	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PSB156	4	6	testa	testa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PSB156	4	7	proprio	proprio	_	_	_	_	_	linguistic	_	none	_	End=6.3	_	_	_	_
5-0	PSB141	5	0	eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=6.58	_	_	_	_
5-1	PSB141	5	1	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
