token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB137	0	0	0	°meglio°	meglio	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=5.34|End=5.96	_	_	_	_
1-0	PSB136	1	1	0	>allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=10.2	_	Fast=0-6(0)	_	_
1-1	PSB136	1	1	1	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-4(0)	_	_
1-2	PSB136	1	1	2	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-2(0)	_	_
1-3	PSB136	1	1	3	stavo	stavo	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-5(0)	_	_
1-4	PSB136	1	1	4	dicendo	dicendo	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-7(0)	_	_
1-5	PSB136	1	1	5	prima<,	prima	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=11.678	_	Fast=0-5(0)	_	_
2-0	PSB136	2	2	0	io	io	_	_	_	_	_	linguistic	_	none	_	Begin=12.248	_	_	_	_
2-1	PSB136	2	2	1	finora	finora	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB136	2	2	2	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB136	2	2	3	guardato	guardato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB136	2	2	4	solo	solo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PSB136	2	2	5	k-drama	k-drama	_	_	_	_	_	linguistic	_	none	_	End=13.831	_	_	_	_
3-0	PSB136	3	3	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=14.221	_	_	_	_
3-1	PSB136	3	3	1	infatti	infatti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PSB136	3	3	2	dopo	dopo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PSB136	3	3	3	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
3-4	PSB136	3	3	4	ultimo	ultimo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PSB136	3	3	5	k-drama	k-drama	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PSB136	3	3	6	pensavo	pensavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-7	PSB136	3	3	7	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-8	PSB136	3	3	8	guardarne	guardarne	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
