token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB110	0	0	0	#ocio	ocio	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	Begin=15.31|End=15.9	_	_	_	_
1-0	PSB109	1	1	0	come	come	_	_	_	_	_	linguistic	_	none	_	Begin=17.93	_	_	_	_
1-1	PSB109	1	1	1	mai	mai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PSB109	1	1	2	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PSB109	1	1	3	venuto	venuto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-4	PSB109	1	1	4	così	così	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-5	PSB109	1	1	5	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-6	PSB109	1	1	6	po'	po'	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-7	PSB109	1	1	7	irregolare?	irregolare	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=20.44	_	_	_	_
2-0	PSB109	2	2	0	è::	è	_	_	_	_	_	linguistic	_	none	_	Begin=21.0	0x2	_	_	_
2-1	PSB109	2	2	1	aria	aria	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB109	2	2	2	che::	che	_	_	_	_	_	linguistic	_	none	_	_	2x2	_	_	_
2-3	PSB109	2	2	3	mh	mh	_	_	_	_	_	linguistic	_	none	_	End=23.1	_	_	_	_
3-0	PSB110	3	3	0	vedi	vedi	_	_	_	_	_	linguistic	_	none	_	Begin=29.9	_	_	_	_
3-1	PSB110	3	3	1	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PSB110	3	3	2	adesso	adesso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PSB110	3	3	3	poi	poi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PSB110	3	3	4	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PSB110	3	3	5	(sgonfia)	sgonfia	_	_	_	_	_	linguistic	_	none	_	End=31.42	_	_	0-7(0)	_
4-0	PSB109	4	4	0	si	si	_	_	_	_	_	linguistic	_	none	_	Begin=31.44	_	_	_	_
4-1	PSB109	4	4	1	dovrebbe	dovrebbe	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PSB109	4	4	2	girare	girare	_	_	_	_	_	linguistic	_	none	_	End=32.91	_	_	_	_
5-0	PSB110	5	5	0	[no	no	_	_	_	_	_	linguistic	_	none	_	Begin=33.24	_	_	_	0-2(0)
5-1	PSB110	5	5	1	no]	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
5-2	PSB110	5	5	2	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	_	_	_	_	_
5-3	PSB110	5	5	3	no	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
